UDI,Date,System,Control,Product ID,Type,Air temperature,Process temperature,Rotational speed,Torque,Tool wear,Diagnostic,TWF,HDF,PWF,OSF,RNF,Machine failure
41,11/04/2017 20:19,0,B,L47220,L,300.01014291579844,310.00699131482827,1362.0,45.4,111.0,No failure,0,0,0,0,0,0
42,14/04/2017 09:19,0,B,L47221,L,300.0103641849378,310.00604661582895,1368.0,50.8,111.0,No failure,0,0,0,0,0,0
43,12/04/2017 05:05,0,A,M14902,M,298.8,309.1,1368.0,39.937678126979485,111.0,No failure,0,0,0,0,0,0
44,21/07/2017 14:25,0,B,H29457,H,300.0103029333459,310.0065075958658,1372.0,48.5,111.0,No failure,0,0,0,0,0,0
45,22/07/2017 03:27,0,A,M14904,M,298.8,309.1,1472.0,39.93276116333936,111.0,No failure,0,0,0,0,0,0
46,24/07/2017 12:06,0,A,L47225,L,298.8,309.1,1489.0,39.93195668873769,111.0,No failure,0,0,0,0,0,0
47,22/07/2017 11:25,0,A,M14906,M,298.7,309.0,1843.0,39.915349432388254,111.0,No failure,0,0,0,0,0,0
48,22/07/2017 11:25,0,B,L47227,L,300.0104554360924,310.0073258233361,1418.0,46.3,111.0,No failure,0,0,0,0,0,0
49,03/10/2017 15:06,0,C,H29462,H,300.01127833661826,310.00690955145757,1528.272714057269,53.9,135.0,No failure,0,0,0,0,0,0
50,10/12/2017 01:44,0,A,M14909,M,298.9,309.2,1412.0,39.93546551193483,135.0,No failure,0,0,0,0,0,0
51,08/12/2017 19:31,0,B,L47230,L,300.0162067637613,310.02794371736127,2861.0,4.6,135.0,Power Failure,0,0,1,0,0,1
52,13/12/2017 07:05,0,A,L47231,L,298.9,309.1,1383.0,39.93673779657451,135.0,No failure,0,0,0,0,0,0
53,26/02/2018 23:31,0,B,H29466,H,300.01076291669835,310.00849494277605,1497.0,43.8,135.0,No failure,0,0,0,0,0,0
54,27/02/2018 03:36,0,C,L47233,L,300.0106128890649,310.0103855942745,1528.6066760841052,35.1,152.0,No failure,0,0,0,0,0,0
55,03/06/2018 00:22,0,A,L47234,L,298.7,309.0,1691.0,39.92253789018486,152.0,No failure,0,0,0,0,0,0
56,21/08/2018 02:47,0,C,L47235,L,300.01081116649186,310.00935013749387,1528.5072070160923,40.7,156.0,No failure,0,0,0,0,0,0
57,18/08/2018 05:41,0,B,L47236,L,300.01061300834743,310.0085748149015,1477.0,42.4,154.0,No failure,0,0,0,0,0,0
58,01/11/2018 14:47,0,B,L47237,L,300.01071916982136,310.0092851314358,1513.0,40.3,154.0,No failure,0,0,0,0,0,0
59,02/11/2018 17:23,0,C,M14918,M,300.01041467127925,310.0114209630903,1528.7061635077312,29.5,162.0,No failure,0,0,0,0,0,0
60,31/10/2018 18:51,0,C,L47239,L,300.01129607989833,310.0068171223432,1528.2638391182795,54.4,165.0,No failure,0,0,0,0,0,0
61,25/02/2019 22:53,0,B,L47240,L,300.0105538442002,310.00593740741067,1393.0,52.6,163.5,No failure,0,0,0,0,0,0
62,26/02/2019 05:03,0,B,M14921,M,300.0110406363069,310.0103802723983,1592.0,38.2,163.5,No failure,0,0,0,0,0,0
63,26/02/2019 16:53,0,C,L47242,L,300.01018084765093,310.0126409482313,1528.8234008093361,22.9,172.0,No failure,0,0,0,0,0,0
64,27/02/2019 18:44,0,C,M14923,M,300.01028712840736,310.01208650549256,1528.7701328197859,25.9,174.0,No failure,0,0,0,0,0,0
65,02/03/2019 14:44,0,C,L47244,L,300.01073674908787,310.0097384365355,1528.5445102110486,38.6,177.0,No failure,0,0,0,0,0,0
66,25/06/2019 11:33,0,C,L47245,L,300.01096683022604,310.00853668211914,1528.429044226119,45.1,179.0,No failure,0,0,0,0,0,0
67,23/06/2019 04:32,0,B,M14926,M,300.0111404161641,310.01291482693466,1679.0,28.7,175.5,No failure,0,0,0,0,0,0
68,25/06/2019 03:26,0,C,H29481,H,300.0109315225898,310.00872154034784,1528.4468101652596,44.1,184.0,No failure,0,0,0,0,0,0
69,27/06/2019 17:33,0,A,L47248,L,298.8,308.9,1527.0,39.929961740472784,180.0,No failure,0,0,0,0,0,0
70,23/06/2019 13:25,0,C,L47249,L,300.0116963325114,310.0047280660221,1528.0630837765455,65.7,191.0,Overstrain Failure,0,0,0,1,0,1
71,12/09/2019 06:39,0,B,M14930,M,300.0121524690015,310.0162351059122,1924.0,22.6,187.5,No failure,0,0,0,0,0,0
72,23/11/2019 06:14,0,C,L47251,L,300.01098108449133,310.0084627036417,1528.421931425998,45.5,196.0,No failure,0,0,0,0,0,0
73,11/03/2020 15:25,0,A,L47252,L,298.9,309.1,1369.0,39.93739934987946,193.5,No failure,0,0,0,0,0,0
74,14/03/2020 03:47,0,B,L47253,L,300.0109271836868,310.010971726367,1592.0,35.0,193.5,No failure,0,0,0,0,0,0
75,08/07/2020 10:22,0,B,L47254,L,300.01087674207645,310.01155150299576,1601.0,32.3,196.0,No failure,0,0,0,0,0,0
76,05/11/2020 06:30,0,A,L47255,L,298.8,308.9,1379.0,39.93695980181513,196.0,No failure,0,0,0,0,0,0
77,10/11/2020 05:23,0,A,L47256,L,298.8,308.9,1461.0,39.93308258131195,196.0,No failure,0,0,0,0,0,0
78,13/02/2021 01:10,0,C,L47257,L,300.0108323838763,310.0092392137601,1528.4965424048144,41.3,208.0,Tool Wear Failure,1,0,0,0,0,1
79,19/03/2014 10:16,1,B,L47258,L,300.01053994778255,310.0061856443469,1398.0,51.5,4.0,No failure,0,0,0,0,0,0
80,13/07/2014 20:05,1,A,L47259,L,298.8,308.9,1402.0,39.935871467916414,4.0,No failure,0,0,0,0,0,0
81,10/07/2014 17:57,1,C,H29494,H,300.0111365991224,310.0076491383109,1528.3437824027346,49.9,4.0,No failure,0,0,0,0,0,0
82,31/10/2014 13:17,1,A,L47261,L,298.9,308.9,1450.0,39.933370159289744,4.0,No failure,0,0,0,0,0,0
83,04/11/2014 11:11,1,C,L47262,L,300.0108146853272,310.0093316648657,1528.5054265216104,40.8,11.0,No failure,0,0,0,0,0,0
84,01/11/2014 00:58,1,B,L47263,L,300.0104915488859,310.00892847776544,1469.0,40.1,7.5,No failure,0,0,0,0,0,0
85,04/11/2014 15:23,1,A,L47264,L,298.9,308.9,1422.0,39.93469524919604,7.5,No failure,0,0,0,0,0,0
86,02/11/2014 23:33,1,B,M14945,M,300.01169937421656,310.01438441246773,1804.0,26.8,11.0,No failure,0,0,0,0,0,0
87,04/01/2015 06:35,1,B,H29500,H,300.0104607143454,310.007930647969,1436.0,43.9,11.0,No failure,0,0,0,0,0,0
88,07/01/2015 07:44,1,B,L47267,L,300.01057343635983,310.01113395562624,1544.0,31.8,11.0,No failure,0,0,0,0,0,0
89,07/01/2015 18:31,1,C,M14948,M,300.0109704385233,310.008518209491,1528.4272683205404,45.2,27.0,No failure,0,0,0,0,0,0
90,04/05/2015 20:15,1,B,M14949,M,300.01056047929234,310.00920039924983,1487.0,39.5,27.0,No failure,0,0,0,0,0,0
91,03/05/2015 03:10,1,B,L47270,L,300.0114083247825,310.0141130407639,1753.0,25.8,27.0,No failure,0,0,0,0,0,0
92,23/07/2015 10:25,1,B,L47271,L,300.0117625939707,310.0149684114115,1830.0,24.9,27.0,No failure,0,0,0,0,0,0
93,25/07/2015 14:01,1,B,M14952,M,300.0113239920162,310.01363996555386,1727.0,27.1,27.0,No failure,0,0,0,0,0,0
94,28/07/2015 17:55,1,C,L47273,L,300.01089247246335,310.00892491518715,1528.4663474210754,43.0,40.0,No failure,0,0,0,0,0,0
95,27/07/2015 21:20,1,B,L47274,L,300.01096796341034,310.01181322055226,1622.0,31.9,40.0,No failure,0,0,0,0,0,0
96,25/07/2015 06:16,1,C,M14955,M,300.01121803928675,310.0072240039691,1528.3029319855243,52.2,44.0,No failure,0,0,0,0,0,0
97,23/11/2015 18:40,1,C,M14956,M,300.01062003110786,310.01034853906214,1528.6031219784963,35.3,47.0,No failure,0,0,0,0,0,0
98,22/11/2015 08:28,1,B,M14957,M,300.0115387602563,310.01332830592776,1750.0,29.9,43.666666666666664,No failure,0,0,0,0,0,0
99,21/11/2015 03:40,1,C,L47278,L,300.0105279897064,310.0108291792532,1528.6493069957974,32.7,53.0,No failure,0,0,0,0,0,0
100,23/11/2015 10:06,1,A,L47279,L,298.8,308.8,1523.0,39.93005123672277,48.0,No failure,0,0,0,0,0,0
101,29/01/2016 00:19,1,A,L47280,L,298.8,308.9,1852.0,39.9145937964604,50.0,No failure,0,0,0,0,0,0
102,27/01/2016 22:25,1,A,L47281,L,298.8,308.8,1991.0,39.907921987375616,53.0,No failure,0,0,0,0,0,0
103,29/01/2016 11:40,1,A,L47282,L,298.8,308.8,1555.0,39.928538539372774,53.0,No failure,0,0,0,0,0,0
104,29/04/2016 01:46,1,C,M14963,M,300.0108040244489,310.00938710474134,1528.5107542383462,40.5,63.0,No failure,0,0,0,0,0,0
105,01/05/2016 16:02,1,A,L47284,L,298.8,308.7,1450.0,39.93340437115262,63.0,No failure,0,0,0,0,0,0
106,29/04/2016 09:48,1,A,L47285,L,298.8,308.7,1591.0,39.92673640470461,63.0,No failure,0,0,0,0,0,0
107,28/04/2016 16:45,1,B,L47286,L,300.0106686238387,310.00716066924406,1445.0,48.5,63.0,No failure,0,0,0,0,0,0
108,26/04/2016 21:10,1,B,M14967,M,300.01086919745484,310.00794028012507,1497.0,46.8,63.0,No failure,0,0,0,0,0,0
109,01/08/2016 05:16,1,C,H29522,H,300.0105279897064,310.0108291792532,1528.6493069957974,32.7,75.0,No failure,0,0,0,0,0,0
110,31/07/2016 05:49,1,A,L47289,L,298.9,308.7,1572.0,39.927403164162605,75.0,No failure,0,0,0,0,0,0
111,02/08/2016 17:56,1,C,L47290,L,300.0101666530269,310.01271519060344,1528.8305365539736,22.5,82.0,No failure,0,0,0,0,0,0
112,04/08/2016 19:28,1,A,H29525,H,298.7,308.6,1499.0,39.931219026433446,78.5,No failure,0,0,0,0,0,0
113,03/08/2016 21:45,1,C,M14972,M,300.010768642261,310.00957198496127,1528.528517883035,39.5,89.0,No failure,0,0,0,0,0,0
114,25/11/2016 14:10,1,B,M14973,M,300.0106404433351,310.00874779786926,1486.0,41.9,85.5,No failure,0,0,0,0,0,0
115,24/11/2016 16:58,1,A,L47294,L,298.8,308.6,1680.0,39.922429056794996,85.5,No failure,0,0,0,0,0,0
116,06/03/2017 17:43,1,A,L47295,L,298.8,308.6,1431.0,39.93420301982112,89.0,No failure,0,0,0,0,0,0
117,03/03/2017 02:36,1,B,L47296,L,300.01075522297356,310.010887675909,1564.0,34.1,89.0,No failure,0,0,0,0,0,0
118,03/03/2017 15:57,1,C,L47297,L,300.0105383971093,310.0107736074303,1528.64397698461,33.0,101.0,No failure,0,0,0,0,0,0
119,12/05/2017 04:54,1,A,M14978,M,298.8,308.6,1707.0,39.921151566002266,101.0,No failure,0,0,0,0,0,0
120,02/08/2017 01:40,1,B,L47299,L,300.0105027912667,310.00879967516664,1467.0,40.7,101.0,No failure,0,0,0,0,0,0
121,03/08/2017 13:10,1,A,L47300,L,298.9,308.7,1433.0,39.93397655216361,101.0,No failure,0,0,0,0,0,0
122,03/08/2017 11:26,1,A,L47301,L,298.9,308.7,1558.0,39.92806521329165,101.0,No failure,0,0,0,0,0,0
123,11/10/2017 10:13,1,A,L47302,L,299.0,308.8,1310.0,39.93965919216961,101.0,No failure,0,0,0,0,0,0
124,13/10/2017 05:45,1,B,L47303,L,300.010994235393,310.00900725032966,1546.0,43.4,101.0,No failure,0,0,0,0,0,0
125,11/10/2017 22:29,1,A,L47304,L,298.9,308.7,1727.0,39.920073706387655,101.0,No failure,0,0,0,0,0,0
126,13/10/2017 11:27,1,C,L47305,L,300.01051027624703,310.0109216083676,1528.658193407045,32.2,118.0,No failure,0,0,0,0,0,0
127,16/10/2017 04:57,1,A,L47306,L,299.0,308.6,1329.0,39.93856391673349,118.0,No failure,0,0,0,0,0,0
128,23/12/2017 07:33,1,B,L47307,L,300.0104376033504,310.00724423589514,1413.0,46.5,118.0,No failure,0,0,0,0,0,0
129,24/12/2017 01:34,1,B,L47308,L,300.01102964740153,310.01026147580643,1587.0,38.6,118.0,No failure,0,0,0,0,0,0
130,20/04/2018 13:09,1,C,L47309,L,300.01058467874066,310.0105333752996,1528.620874150927,34.3,126.0,No failure,0,0,0,0,0,0
131,20/04/2018 06:05,1,A,L47310,L,298.8,308.4,1473.0,39.932018790706174,126.0,No failure,0,0,0,0,0,0
132,19/04/2018 07:30,1,C,L47311,L,300.0103511234981,310.011753690309,1528.7381343970485,27.7,130.0,No failure,0,0,0,0,0,0
133,12/07/2018 09:37,1,C,M14992,M,300.01089956977535,310.00888796993087,1528.4627956099182,43.2,132.0,No failure,0,0,0,0,0,0
134,13/07/2018 16:45,1,C,M14993,M,300.01112622154005,310.00770455619534,1528.3490917638571,49.6,135.0,No failure,0,0,0,0,0,0
135,12/07/2018 19:53,1,B,L47314,L,300.0104475038025,310.0056487066224,1369.0,53.0,132.33333333333334,No failure,0,0,0,0,0,0
136,02/10/2018 03:40,1,B,M14995,M,300.0112936047853,310.0132380539446,1711.0,28.5,132.33333333333334,No failure,0,0,0,0,0,0
137,02/10/2018 07:49,1,A,H29550,H,298.7,308.5,1420.0,39.934854904556126,133.5,No failure,0,0,0,0,0,0
138,04/10/2018 17:36,1,C,L47317,L,300.01132798798176,310.0066508027163,1528.247851379169,55.3,148.0,No failure,0,0,0,0,0,0
139,03/10/2018 08:47,1,C,H29552,H,300.011119168959,310.0077416773814,1528.3526573417241,49.4,150.0,No failure,0,0,0,0,0,0
140,05/10/2018 16:31,1,C,L47319,L,300.0113455821586,310.00655830762827,1528.2389856179861,55.8,155.0,No failure,0,0,0,0,0,0
141,17/12/2018 07:00,1,C,L47320,L,300.0106483905353,310.0102006480809,1528.5889101449645,36.1,157.0,No failure,0,0,0,0,0,0
142,23/03/2019 22:19,1,B,L47321,L,300.0106938819197,310.01050544644517,1544.0,35.2,152.5,No failure,0,0,0,0,0,0
143,24/03/2019 08:40,1,C,M15002,M,300.01036841946853,310.0116611732297,1528.729259458059,28.2,161.0,No failure,0,0,0,0,0,0
144,23/03/2019 17:44,1,B,H29557,H,300.0105492518218,310.00645103443776,1407.0,50.5,157.66666666666666,No failure,0,0,0,0,0,0
145,08/07/2019 11:40,1,C,M15004,M,300.01087137436144,310.0090358609121,1528.47700744345,42.4,169.0,No failure,0,0,0,0,0,0
146,12/07/2019 19:49,1,B,L47325,L,300.0104820062815,310.01052380911716,1513.0,33.6,165.0,No failure,0,0,0,0,0,0
147,10/07/2019 00:27,1,B,H29560,H,300.01106638642847,310.0109473600908,1612.0,36.1,165.0,No failure,0,0,0,0,0,0
148,28/10/2019 05:41,1,B,L47327,L,300.01072209224395,310.00934004352206,1515.0,40.1,169.0,No failure,0,0,0,0,0,0
149,30/10/2019 10:03,1,C,M15008,M,300.01106962196775,310.00800051408754,1528.3775291976306,48.0,181.0,No failure,0,0,0,0,0,0
150,26/02/2020 14:11,1,A,L47329,L,298.4,308.3,1473.0,39.932846816952576,181.0,No failure,0,0,0,0,0,0
151,21/06/2020 01:15,1,C,L47330,L,300.0108819010469,310.0089804210364,1528.471682021166,42.7,186.0,No failure,0,0,0,0,0,0
152,20/06/2020 17:45,1,C,M15011,M,300.0107012923484,310.0099231848081,1528.5622692668344,37.6,188.0,No failure,0,0,0,0,0,0
153,17/06/2020 01:11,1,A,M15012,M,298.4,308.2,1584.0,39.927497370741534,185.0,No failure,0,0,0,0,0,0
154,16/09/2020 17:15,1,B,L47333,L,300.01193680614216,310.0147589230119,1850.0,27.0,187.0,No failure,0,0,0,0,0,0
155,16/09/2020 13:29,1,B,L47334,L,300.0106490465894,310.01017729340106,1528.0,36.2,187.0,No failure,0,0,0,0,0,0
156,15/09/2020 15:21,1,C,H29569,H,300.01007110770036,310.0132143474051,1528.8784814156916,19.8,198.0,No failure,0,0,0,0,0,0
157,13/09/2020 21:59,1,A,M15016,M,298.4,308.1,1495.0,39.93160800043962,198.0,No failure,0,0,0,0,0,0
158,16/09/2020 03:05,1,C,H29571,H,300.0109101710124,310.0088324640816,1528.457472482086,43.5,206.0,No failure,0,0,0,0,0,0
159,14/01/2021 00:52,1,B,M15018,M,300.0106382366078,310.00921537527336,1499.0,40.0,202.0,No failure,0,0,0,0,0,0
160,17/03/2021 23:09,1,A,L47339,L,298.4,308.2,1471.0,39.932840867063376,202.0,No failure,0,0,0,0,0,0
161,03/07/2021 03:14,1,C,L47340,L,300.0115193470205,310.0056526650427,1528.1519249445068,60.7,216.0,Overstrain Failure,0,0,0,1,0,1
162,02/07/2021 04:26,1,C,L47341,L,300.011221647584,310.00720548735853,1528.3011514910424,52.3,218.0,Overstrain Failure,0,0,0,1,0,1
163,17/03/2014 10:56,2,B,L47342,L,300.010914912494,310.01082574862227,1586.0,35.5,8.0,No failure,0,0,0,0,0,0
164,15/03/2014 23:01,2,A,M15023,M,298.4,308.2,1468.0,39.93298341649202,8.0,No failure,0,0,0,0,0,0
165,27/05/2014 04:25,2,B,M15024,M,300.01047034641175,310.00802195553086,1440.0,43.6,8.0,No failure,0,0,0,0,0,0
166,22/05/2014 05:28,2,C,L47345,L,300.01029064724275,310.0120676590136,1528.7683339696907,26.0,8.0,No failure,0,0,0,0,0,0
167,23/05/2014 23:33,2,A,H29580,H,298.4,308.2,1612.0,39.92617414017562,8.0,No failure,0,0,0,0,0,0
168,25/05/2014 15:00,2,B,H29581,H,300.0105355939693,310.0083123276522,1458.0,42.9,8.0,No failure,0,0,0,0,0,0
169,26/05/2014 20:37,2,B,L47348,L,300.01109711659666,310.004502128187,1433.0,62.3,8.0,Power Failure,0,0,1,0,0,1
170,25/07/2014 19:36,2,B,L47349,L,300.01040766342913,310.00406494265445,1318.0,59.1,8.0,No failure,0,0,0,0,0,0
171,25/07/2014 19:58,2,C,M15030,M,300.01060917639535,310.01040397893775,1528.608463461942,35.0,24.0,No failure,0,0,0,0,0,0
172,14/11/2014 22:08,2,B,L47351,L,300.01083544049175,310.00688771417214,1462.0,50.8,24.0,No failure,0,0,0,0,0,0
173,16/11/2014 18:13,2,B,M15032,M,300.01208746000907,310.0165676572011,1924.0,20.8,24.0,No failure,0,0,0,0,0,0
174,13/11/2014 19:45,2,C,M15033,M,300.01056341662525,310.01064425505086,1528.6315341733016,33.7,32.0,No failure,0,0,0,0,0,0
175,16/11/2014 03:49,2,C,L47354,L,300.0114345669446,310.00609622803023,1528.1945466783923,58.3,35.0,No failure,0,0,0,0,0,0
176,11/03/2015 13:52,2,C,L47355,L,300.0109101710124,310.0088324640816,1528.457472482086,43.5,37.0,No failure,0,0,0,0,0,0
177,06/03/2015 04:27,2,C,L47356,L,300.0105987242615,310.0104594188134,1528.6137865897742,34.7,39.0,No failure,0,0,0,0,0,0
178,06/03/2015 01:17,2,B,L47357,L,300.0124299202243,310.01702872520286,1988.0,21.4,35.75,No failure,0,0,0,0,0,0
179,25/06/2015 11:18,2,C,L47358,L,300.01114730473165,310.00759376440897,1528.3384546859988,50.2,43.0,No failure,0,0,0,0,0,0
180,26/06/2015 05:33,2,A,L47359,L,298.2,308.3,1304.0,39.941300865763516,39.666666666666664,No failure,0,0,0,0,0,0
181,05/09/2015 01:34,2,A,L47360,L,298.2,308.3,1475.0,39.933214966346554,41.0,No failure,0,0,0,0,0,0
182,08/09/2015 18:55,2,B,H29595,H,300.01170739596836,310.01504406122194,1824.0,24.2,43.0,No failure,0,0,0,0,0,0
183,01/01/2016 00:10,2,B,M15042,M,300.0101386216265,310.006313105481,1342.0,48.1,43.0,No failure,0,0,0,0,0,0
184,30/12/2015 09:10,2,A,L47363,L,298.1,308.2,1485.0,39.932874583102155,43.0,No failure,0,0,0,0,0,0
185,31/12/2015 10:22,2,C,L47364,L,300.01045328900636,310.01121750028614,1528.6866308408187,30.6,59.0,No failure,0,0,0,0,0,0
186,25/03/2016 18:26,2,B,L47365,L,300.0103090167562,310.00907392772075,1446.0,38.2,59.0,No failure,0,0,0,0,0,0
187,26/03/2016 00:11,2,B,L47366,L,300.0102133521471,310.00448581069884,1301.0,56.0,59.0,No failure,0,0,0,0,0,0
188,24/03/2016 20:21,2,A,L47367,L,298.2,308.4,1379.0,39.93785426849088,59.0,No failure,0,0,0,0,0,0
189,24/05/2016 17:31,2,C,L47368,L,300.01055989778985,310.0106629256,1528.6333261400418,33.6,67.0,No failure,0,0,0,0,0,0
190,23/05/2016 22:09,2,B,M15049,M,300.01095912159093,310.00894464131505,1539.0,43.4,67.0,No failure,0,0,0,0,0,0
191,25/05/2016 12:22,2,C,L47370,L,300.0111365991224,310.0076491383109,1528.3437824027346,49.9,72.0,No failure,0,0,0,0,0,0
192,24/05/2016 21:30,2,A,L47371,L,298.2,308.4,1666.0,39.92428232332343,69.5,No failure,0,0,0,0,0,0
193,24/05/2016 03:35,2,C,H29606,H,300.0112040235865,310.0072979384641,1528.3100241355803,51.8,76.0,No failure,0,0,0,0,0,0
194,14/08/2016 03:54,2,C,H29607,H,300.01059511596424,310.01047791343274,1528.6155647898045,34.6,81.0,No failure,0,0,0,0,0,0
195,16/10/2016 20:36,2,B,M15054,M,300.0155108693358,310.02518161963053,2678.0,10.7,76.33333333333333,Power Failure,0,0,1,0,0,1
196,14/10/2016 00:53,2,A,L47375,L,298.3,308.5,1453.0,39.93422235696101,78.5,No failure,0,0,0,0,0,0
197,17/10/2016 07:49,2,B,H29610,H,300.01063910140635,310.0068595654055,1432.0,49.5,78.5,No failure,0,0,0,0,0,0
198,14/10/2016 04:36,2,A,M15057,M,298.4,308.6,1527.0,39.930590817299205,81.0,No failure,0,0,0,0,0,0
199,17/10/2016 07:57,2,C,L47378,L,300.01060917639535,310.01040397893775,1528.608463461942,35.0,99.0,No failure,0,0,0,0,0,0
200,27/12/2016 23:15,2,C,L47379,L,300.0110375051398,310.00816696566176,1528.3935215256442,47.1,101.0,No failure,0,0,0,0,0,0
201,27/12/2016 13:46,2,B,L47380,L,300.01101233652076,310.01112394961933,1609.0,35.0,100.0,No failure,0,0,0,0,0,0
202,28/12/2016 14:56,2,C,L47381,L,300.0108288501306,310.00925768638825,1528.4983206048446,41.2,105.0,No failure,0,0,0,0,0,0
