UDI,Date,System,Control,Product ID,Type,Air temperature,Process temperature,Rotational speed,Torque,Tool wear,Diagnostic,TWF,HDF,PWF,OSF,RNF,Machine failure
16,19/05/2015 01:38,0,A,L47195,L,298.6,309.2,1542.0,40.13240965294501,24.0,No failure,0,0,0,0,0,0
17,21/05/2015 11:44,0,A,M14876,M,298.6,309.2,1311.0,40.13983769597388,24.0,No failure,0,0,0,0,0,0
18,21/05/2015 14:21,0,A,M14877,M,298.7,309.2,1410.0,40.13693209978065,24.0,No failure,0,0,0,0,0,0
19,19/05/2015 02:53,0,A,H29432,H,298.8,309.2,1306.0,40.140554346568706,24.0,No failure,0,0,0,0,0,0
20,19/05/2015 07:14,0,C,M14879,M,300.0065088336753,310.00450262693914,1535.8465618596156,32.5,55.0,No failure,0,0,0,0,0,0
21,07/09/2015 14:49,0,A,H29434,H,298.9,309.3,1375.0,40.13862512762388,55.0,No failure,0,0,0,0,0,0
22,17/12/2015 17:09,0,C,L47201,L,300.00751980287487,310.0031805424474,1536.4279493679148,44.8,63.0,No failure,0,0,0,0,0,0
23,16/12/2015 19:45,0,A,M14882,M,298.9,309.3,1581.0,40.13199966084412,63.0,No failure,0,0,0,0,0,0
24,31/03/2016 14:36,0,B,L47203,L,300.0079414958078,310.00647852126707,1758.0,25.7,63.0,No failure,0,0,0,0,0,0
25,02/04/2016 18:11,0,A,M14884,M,299.0,309.4,1561.0,40.13293272710632,63.0,No failure,0,0,0,0,0,0
26,03/04/2016 18:18,0,C,L47205,L,300.00575256855285,310.00549149459164,1535.411707523433,23.3,73.0,No failure,0,0,0,0,0,0
27,01/04/2016 19:25,0,C,L47206,L,300.00704312073174,310.00380401999564,1536.1537859133543,39.0,75.0,No failure,0,0,0,0,0,0
28,29/06/2016 06:11,0,B,H29441,H,300.0083264797274,310.006893749249,1811.0,24.6,75.0,No failure,0,0,0,0,0,0
29,02/07/2016 06:33,0,B,L47208,L,300.0066016316831,310.00270210758805,1439.0,44.2,75.0,No failure,0,0,0,0,0,0
30,30/06/2016 23:40,0,C,L47209,L,300.00631179395924,310.00476053905203,1535.7331143934505,30.1,84.0,No failure,0,0,0,0,0,0
31,10/09/2016 22:05,0,C,M14890,M,300.00779932640637,310.0028152400088,1536.5886477815689,48.2,86.0,No failure,0,0,0,0,0,0
32,09/09/2016 23:06,0,A,L47211,L,299.0,309.4,1798.0,40.12531027206222,86.0,No failure,0,0,0,0,0,0
33,11/09/2016 07:38,0,A,L47212,L,299.0,309.4,1419.0,40.1374993205099,86.0,No failure,0,0,0,0,0,0
34,08/09/2016 16:44,0,C,L47213,L,300.0065088336753,310.00450262693914,1535.8465618596156,32.5,93.0,No failure,0,0,0,0,0,0
35,27/12/2016 12:23,0,C,M14894,M,300.0066898224868,310.0042661490586,1535.950544072219,34.7,95.0,No failure,0,0,0,0,0,0
36,27/12/2016 23:41,0,C,M14895,M,300.0078320524174,310.0027722619621,1536.6075632246284,48.6,98.0,No failure,0,0,0,0,0,0
37,30/12/2016 18:27,0,A,M14896,M,298.9,309.2,1581.0,40.13198824122718,98.0,No failure,0,0,0,0,0,0
38,27/12/2016 21:57,0,A,L47217,L,298.8,309.1,1439.0,40.13626516629861,98.0,No failure,0,0,0,0,0,0
39,13/04/2017 16:14,0,B,H29452,H,300.0065979161959,310.00166717167747,1379.0,50.7,98.0,No failure,0,0,0,0,0,0
40,13/04/2017 22:34,0,C,L47219,L,300.00815244630786,310.0023528260327,1536.7918971547363,52.5,111.0,No failure,0,0,0,0,0,0
41,11/04/2017 20:19,0,B,L47220,L,300.00601009640025,310.0021415300877,1362.0,45.4,111.0,No failure,0,0,0,0,0,0
42,14/04/2017 09:19,0,B,L47221,L,300.0065077338911,310.00159482566414,1368.0,50.8,111.0,No failure,0,0,0,0,0,0
43,12/04/2017 05:05,0,A,M14902,M,298.8,309.1,1368.0,40.13854839336859,111.0,No failure,0,0,0,0,0,0
44,21/07/2017 14:25,0,B,H29457,H,300.00635423968475,310.00186448496373,1372.0,48.5,111.0,No failure,0,0,0,0,0,0
45,22/07/2017 03:27,0,A,M14904,M,298.8,309.1,1472.0,40.1352041167685,111.0,No failure,0,0,0,0,0,0
46,24/07/2017 12:06,0,A,L47225,L,298.8,309.1,1489.0,40.134657646318814,111.0,No failure,0,0,0,0,0,0
47,22/07/2017 11:25,0,A,M14906,M,298.7,309.0,1843.0,40.122983455478796,111.0,No failure,0,0,0,0,0,0
48,22/07/2017 11:25,0,B,L47227,L,300.00658620498035,310.002358809208,1418.0,46.3,111.0,No failure,0,0,0,0,0,0
49,03/10/2017 15:06,0,C,H29462,H,300.00826726972366,310.0022020631652,1536.8580786093487,53.9,135.0,No failure,0,0,0,0,0,0
50,10/12/2017 01:44,0,A,M14909,M,298.9,309.2,1412.0,40.13742230772736,135.0,No failure,0,0,0,0,0,0
51,08/12/2017 19:31,0,B,L47230,L,300.0160986844287,310.0149279044303,2861.0,4.6,135.0,Power Failure,0,0,1,0,0,1
52,13/12/2017 07:05,0,A,L47231,L,298.9,309.1,1383.0,40.1383431187909,135.0,No failure,0,0,0,0,0,0
53,26/02/2018 23:31,0,B,H29466,H,300.00708895498155,310.00307019340863,1497.0,43.8,135.0,No failure,0,0,0,0,0,0
54,27/02/2018 03:36,0,C,L47233,L,300.00672263766955,310.00422328059386,1535.9694494725693,35.1,152.0,No failure,0,0,0,0,0,0
55,03/06/2018 00:22,0,A,L47234,L,298.7,309.0,1691.0,40.12787160858378,152.0,No failure,0,0,0,0,0,0
56,21/08/2018 02:47,0,C,L47235,L,300.0071828230497,310.00362130302716,1536.234140141536,40.7,156.0,No failure,0,0,0,0,0,0
57,18/08/2018 05:41,0,B,L47236,L,300.00679459922526,310.0031085909292,1477.0,42.4,156.0,No failure,0,0,0,0,0,0
58,01/11/2018 14:47,0,B,L47237,L,300.006944794079,310.00353607017473,1513.0,40.3,156.0,No failure,0,0,0,0,0,0
59,02/11/2018 17:23,0,C,M14918,M,300.0062623631178,310.00482506091305,1535.7047638249571,29.5,162.0,No failure,0,0,0,0,0,0
60,31/10/2018 18:51,0,C,L47239,L,300.00830846704554,310.0021486529154,1536.8817291898663,54.4,165.0,No failure,0,0,0,0,0,0
61,25/02/2019 22:53,0,B,L47240,L,300.00687940150465,310.001541283916,1393.0,52.6,165.0,No failure,0,0,0,0,0,0
62,26/02/2019 05:03,0,B,M14921,M,300.00748068622585,310.0042045639943,1592.0,38.2,165.0,No failure,0,0,0,0,0,0
63,26/02/2019 16:53,0,C,L47242,L,300.0057196939223,310.00553436305637,1535.3927870590187,22.9,172.0,No failure,0,0,0,0,0,0
64,27/02/2019 18:44,0,C,M14923,M,300.0059667589578,310.00521184141684,1535.5345499441946,25.9,174.0,No failure,0,0,0,0,0,0
65,02/03/2019 14:44,0,C,L47244,L,300.00701030554893,310.0038470637915,1536.1348830236814,38.6,177.0,No failure,0,0,0,0,0,0
66,25/06/2019 11:33,0,C,L47245,L,300.00754438453805,310.00314828151687,1536.4421246521615,45.1,179.0,No failure,0,0,0,0,0,0
67,23/06/2019 04:32,0,B,M14926,M,300.007480062024,310.00571328848883,1679.0,28.7,179.0,No failure,0,0,0,0,0,0
68,25/06/2019 03:26,0,C,H29481,H,300.00746225740943,310.0032558910066,1536.394861151286,44.1,184.0,No failure,0,0,0,0,0,0
69,27/06/2019 17:33,0,A,L47248,L,298.8,308.9,1527.0,40.13341109764523,184.0,No failure,0,0,0,0,0,0
70,23/06/2019 13:25,0,C,L47249,L,300.0092376360793,310.00093428749534,1537.4157904303568,65.7,191.0,Overstrain Failure,0,0,0,1,0,1
71,12/09/2019 06:39,0,B,M14930,M,300.00917563202927,310.00774200132395,1924.0,22.6,191.0,No failure,0,0,0,0,0,0
72,23/11/2019 06:14,0,C,L47251,L,300.0075772591686,310.0031053692194,1536.461032563189,45.5,196.0,No failure,0,0,0,0,0,0
73,11/03/2020 15:25,0,A,L47252,L,298.9,309.1,1369.0,40.13879349734194,196.0,No failure,0,0,0,0,0,0
74,14/03/2020 03:47,0,B,L47253,L,300.00721762973353,310.00454838836777,1592.0,35.0,196.0,No failure,0,0,0,0,0,0
75,08/07/2020 10:22,0,B,L47254,L,300.00707647094464,310.0048892321118,1601.0,32.3,196.0,No failure,0,0,0,0,0,0
76,05/11/2020 06:30,0,A,L47255,L,298.8,308.9,1379.0,40.13816973558247,196.0,No failure,0,0,0,0,0,0
77,10/11/2020 05:23,0,A,L47256,L,298.8,308.9,1461.0,40.1355322218601,196.0,No failure,0,0,0,0,0,0
78,13/02/2021 01:10,0,C,L47257,L,300.0072322241672,310.00355684691533,1536.2625057740934,41.3,208.0,Tool Wear Failure,1,0,0,0,0,1
79,19/03/2014 10:16,1,B,L47258,L,300.0068338644938,310.0016878169197,1398.0,51.5,4.0,No failure,0,0,0,0,0,0
80,13/07/2014 20:05,1,A,L47259,L,298.8,308.9,1402.0,40.137430524281015,4.0,No failure,0,0,0,0,0,0
81,10/07/2014 17:57,1,C,H29494,H,300.0079387017614,310.00263243537466,1536.669019584492,49.9,4.0,No failure,0,0,0,0,0,0
82,31/10/2014 13:17,1,A,L47261,L,298.9,308.9,1450.0,40.13616322532787,4.0,No failure,0,0,0,0,0,0
83,04/11/2014 11:11,1,C,L47262,L,300.0071910862931,310.0036105420782,1536.2388752789943,40.8,11.0,No failure,0,0,0,0,0,0
84,01/11/2014 00:58,1,B,L47263,L,300.00653395036863,310.0033109669022,1469.0,40.1,11.0,No failure,0,0,0,0,0,0
85,04/11/2014 15:23,1,A,L47264,L,298.9,308.9,1422.0,40.137065235802545,11.0,No failure,0,0,0,0,0,0
86,02/11/2014 23:33,1,B,M14945,M,300.008444543048,310.00661777802827,1804.0,26.8,11.0,No failure,0,0,0,0,0,0
87,04/01/2015 06:35,1,B,H29500,H,300.00655035796,310.00271755864514,1436.0,43.9,11.0,No failure,0,0,0,0,0,0
88,07/01/2015 07:44,1,B,L47267,L,300.0065241414825,310.00462334243184,1544.0,31.8,11.0,No failure,0,0,0,0,0,0
89,07/01/2015 18:31,1,C,M14948,M,300.00755273695324,310.0031375863171,1536.4468422148784,45.2,27.0,No failure,0,0,0,0,0,0
90,04/05/2015 20:15,1,B,M14949,M,300.00664595001416,310.0034763699202,1487.0,39.5,27.0,No failure,0,0,0,0,0,0
91,03/05/2015 03:10,1,B,L47270,L,300.0079052921007,310.00643951008755,1753.0,25.8,27.0,No failure,0,0,0,0,0,0
92,23/07/2015 10:25,1,B,L47271,L,300.0085211118078,310.006967695159,1830.0,24.9,27.0,No failure,0,0,0,0,0,0
93,25/07/2015 14:01,1,B,M14952,M,300.00777884664103,310.00615429014897,1727.0,27.1,27.0,No failure,0,0,0,0,0,0
94,28/07/2015 17:55,1,C,L47273,L,300.0073719264851,310.00337412994685,1536.3428625129523,43.0,40.0,No failure,0,0,0,0,0,0
95,27/07/2015 21:20,1,B,L47274,L,300.00723174858484,310.00504979160695,1622.0,31.9,40.0,No failure,0,0,0,0,0,0
96,25/07/2015 06:16,1,C,M14955,M,300.00812786464473,310.0023851527124,1536.7777068064256,52.2,44.0,No failure,0,0,0,0,0,0
97,23/11/2015 18:40,1,C,M14956,M,300.0067391344326,310.00420171486314,1535.9788896193577,35.3,47.0,No failure,0,0,0,0,0,0
98,22/11/2015 08:28,1,B,M14957,M,300.00821513400757,310.0059820272999,1750.0,29.9,47.0,No failure,0,0,0,0,0,0
99,21/11/2015 03:40,1,C,L47278,L,300.0065253601623,310.00448123653956,1535.8560220918228,32.7,53.0,No failure,0,0,0,0,0,0
100,23/11/2015 10:06,1,A,L47279,L,298.8,308.8,1523.0,40.133527243505334,53.0,No failure,0,0,0,0,0,0
101,29/01/2016 00:19,1,A,L47280,L,298.8,308.9,1852.0,40.12295838802698,53.0,No failure,0,0,0,0,0,0
102,27/01/2016 22:25,1,A,L47281,L,298.8,308.8,1991.0,40.11847716322321,53.0,No failure,0,0,0,0,0,0
103,29/01/2016 11:40,1,A,L47282,L,298.8,308.8,1555.0,40.13249780681724,53.0,No failure,0,0,0,0,0,0
104,29/04/2016 01:46,1,C,M14963,M,300.00716647490606,310.00364282492507,1536.2246899520383,40.5,63.0,No failure,0,0,0,0,0,0
105,01/05/2016 16:02,1,A,L47284,L,298.8,308.7,1450.0,40.13586199811516,63.0,No failure,0,0,0,0,0,0
106,29/04/2016 09:48,1,A,L47285,L,298.8,308.7,1591.0,40.1313282709262,63.0,No failure,0,0,0,0,0,0
107,28/04/2016 16:45,1,B,L47286,L,300.0070088193541,310.00227364210474,1445.0,48.5,63.0,No failure,0,0,0,0,0,0
108,26/04/2016 21:10,1,B,M14967,M,300.0073356336064,310.0027477813511,1497.0,46.8,63.0,No failure,0,0,0,0,0,0
109,01/08/2016 05:16,1,C,H29522,H,300.0065253601623,310.00448123653956,1535.8560220918228,32.7,75.0,No failure,0,0,0,0,0,0
110,31/07/2016 05:49,1,A,L47289,L,298.9,308.7,1572.0,40.13221663356599,75.0,No failure,0,0,0,0,0,0
111,02/08/2016 17:56,1,C,L47290,L,300.0056872354263,310.0055774945178,1535.3738364664764,22.5,82.0,No failure,0,0,0,0,0,0
112,04/08/2016 19:28,1,A,H29525,H,298.7,308.6,1499.0,40.133997815281454,82.0,No failure,0,0,0,0,0,0
113,03/08/2016 21:45,1,C,M14972,M,300.00708422888187,310.003750281,1536.1774264511628,39.5,89.0,No failure,0,0,0,0,0,0
114,25/11/2016 14:10,1,B,M14973,M,300.0068342806283,310.0032127157123,1486.0,41.9,89.0,No failure,0,0,0,0,0,0
115,24/11/2016 16:58,1,A,L47294,L,298.8,308.6,1680.0,40.12845428757498,89.0,No failure,0,0,0,0,0,0
116,06/03/2017 17:43,1,A,L47295,L,298.8,308.6,1431.0,40.13646250284988,89.0,No failure,0,0,0,0,0,0
117,03/03/2017 02:36,1,B,L47296,L,300.0068925394673,310.0044882497853,1564.0,34.1,89.0,No failure,0,0,0,0,0,0
118,03/03/2017 15:57,1,C,L47297,L,300.0065501796166,310.0044489756091,1535.87018733336,33.0,101.0,No failure,0,0,0,0,0,0
119,12/05/2017 04:54,1,A,M14978,M,298.8,308.6,1707.0,40.12758556110579,101.0,No failure,0,0,0,0,0,0
120,02/08/2017 01:40,1,B,L47299,L,300.00656521990874,310.0032353115135,1467.0,40.7,101.0,No failure,0,0,0,0,0,0
121,03/08/2017 13:10,1,A,L47300,L,298.9,308.7,1433.0,40.13668727433454,101.0,No failure,0,0,0,0,0,0
122,03/08/2017 11:26,1,A,L47301,L,298.9,308.7,1558.0,40.13266715138065,101.0,No failure,0,0,0,0,0,0
123,11/10/2017 10:13,1,A,L47302,L,299.0,308.8,1310.0,40.140932029509464,101.0,No failure,0,0,0,0,0,0
124,13/10/2017 05:45,1,B,L47303,L,300.00749548872676,310.00338787152526,1546.0,43.4,101.0,No failure,0,0,0,0,0,0
125,11/10/2017 22:29,1,A,L47304,L,298.9,308.7,1727.0,40.1272326670896,101.0,No failure,0,0,0,0,0,0
126,13/10/2017 11:27,1,C,L47305,L,300.00648422228824,310.0045348878697,1535.832386575369,32.2,118.0,No failure,0,0,0,0,0,0
127,16/10/2017 04:57,1,A,L47306,L,299.0,308.6,1329.0,40.14029559476047,118.0,No failure,0,0,0,0,0,0
128,23/12/2017 07:33,1,B,L47307,L,300.00655767003883,310.00230921241064,1413.0,46.5,118.0,No failure,0,0,0,0,0,0
129,24/12/2017 01:34,1,B,L47308,L,300.0074686480474,310.0041335110481,1587.0,38.6,118.0,No failure,0,0,0,0,0,0
130,20/04/2018 13:09,1,C,L47309,L,300.00665691813236,310.0043092366873,1535.9316336505142,34.3,126.0,No failure,0,0,0,0,0,0
131,20/04/2018 06:05,1,A,L47310,L,298.8,308.4,1473.0,40.13508574269046,126.0,No failure,0,0,0,0,0,0
132,19/04/2018 07:30,1,C,L47311,L,300.00611466507144,310.0050187141617,1535.6196619059306,27.7,130.0,No failure,0,0,0,0,0,0
133,12/07/2018 09:37,1,C,M14992,M,300.0073883935243,310.00335262996526,1536.35231270245,43.2,132.0,No failure,0,0,0,0,0,0
134,13/07/2018 16:45,1,C,M14993,M,300.00791400120266,310.00266460863963,1536.6548141721173,49.6,135.0,No failure,0,0,0,0,0,0
135,12/07/2018 19:53,1,B,L47314,L,300.00669725346114,310.00136382688186,1369.0,53.0,135.0,No failure,0,0,0,0,0,0
136,02/10/2018 03:40,1,B,M14995,M,300.00775060893847,310.00591391115046,1711.0,28.5,135.0,No failure,0,0,0,0,0,0
137,02/10/2018 07:49,1,A,H29550,H,298.7,308.5,1420.0,40.13652475368857,135.0,No failure,0,0,0,0,0,0
138,04/10/2018 17:36,1,C,L47317,L,300.00838247955016,310.00205182629117,1536.924229935833,55.3,148.0,No failure,0,0,0,0,0,0
139,03/10/2018 08:47,1,C,H29552,H,300.00789789085024,310.00268610862116,1536.645358961265,49.4,150.0,No failure,0,0,0,0,0,0
140,05/10/2018 16:31,1,C,L47319,L,300.0084238254915,310.00199817496105,1536.947860430932,55.8,155.0,No failure,0,0,0,0,0,0
141,17/12/2018 07:00,1,C,L47320,L,300.006804824246,310.0041158026026,1536.016723016154,36.1,157.0,No failure,0,0,0,0,0,0
142,23/03/2019 22:19,1,B,L47321,L,300.00680369473787,310.0042579961604,1544.0,35.2,157.0,No failure,0,0,0,0,0,0
143,24/03/2019 08:40,1,C,M15002,M,300.0061556246021,310.0049648875005,1535.643332571867,28.2,161.0,No failure,0,0,0,0,0,0
144,23/03/2019 17:44,1,B,H29557,H,300.0068323782989,310.001845483451,1407.0,50.5,161.0,No failure,0,0,0,0,0,0
145,08/07/2019 11:40,1,C,M15004,M,300.00732258481537,310.00343862989143,1536.3144993910723,42.4,169.0,No failure,0,0,0,0,0,0
146,12/07/2019 19:49,1,B,L47325,L,300.0063943074985,310.00425628668177,1513.0,33.6,169.0,No failure,0,0,0,0,0,0
147,10/07/2019 00:27,1,B,H29560,H,300.00748746327446,310.0045423175269,1612.0,36.1,169.0,No failure,0,0,0,0,0,0
148,28/10/2019 05:41,1,B,L47327,L,300.00694633972165,310.0035687694331,1515.0,40.1,169.0,No failure,0,0,0,0,0,0
149,30/10/2019 10:03,1,C,M15008,M,300.007782621576,310.00283649890997,1536.5791925707165,48.0,181.0,No failure,0,0,0,0,0,0
150,26/02/2020 14:11,1,A,L47329,L,298.4,308.3,1473.0,40.1339646705396,181.0,No failure,0,0,0,0,0,0
151,21/06/2020 01:15,1,C,L47330,L,300.00734725565025,310.00340632512814,1536.328682207351,42.7,186.0,No failure,0,0,0,0,0,0
152,20/06/2020 17:45,1,C,M15011,M,300.0069280892486,310.00395449795,1536.0876145014513,37.6,188.0,No failure,0,0,0,0,0,0
153,17/06/2020 01:11,1,A,M15012,M,298.4,308.2,1584.0,40.130382531674464,188.0,No failure,0,0,0,0,0,0
154,16/09/2020 17:15,1,B,L47333,L,300.00887351833575,310.0068542997416,1850.0,27.0,188.0,No failure,0,0,0,0,0,0
155,16/09/2020 13:29,1,B,L47334,L,300.00674234461354,310.00406083628894,1528.0,36.2,188.0,No failure,0,0,0,0,0,0
156,15/09/2020 15:21,1,C,H29569,H,300.00546531680806,310.0058676675612,1535.2462639296114,19.8,198.0,No failure,0,0,0,0,0,0
157,13/09/2020 21:59,1,A,M15016,M,298.4,308.1,1495.0,40.13323186536471,198.0,No failure,0,0,0,0,0,0
158,16/09/2020 03:05,1,C,H29571,H,300.0074129751875,310.0033203690348,1536.3664930080513,43.5,206.0,No failure,0,0,0,0,0,0
159,14/01/2021 00:52,1,B,M15018,M,300.00679474784476,310.0034898704183,1499.0,40.0,206.0,No failure,0,0,0,0,0,0
160,17/03/2021 23:09,1,A,L47339,L,298.4,308.2,1471.0,40.134015641024966,206.0,No failure,0,0,0,0,0,0
161,03/07/2021 03:14,1,C,L47340,L,300.00882610871935,310.00147158978626,1537.17942522311,60.7,216.0,Overstrain Failure,0,0,0,1,0,1
162,02/07/2021 04:26,1,C,L47341,L,300.00813621705987,310.00237447942897,1536.7824670506573,52.3,218.0,Overstrain Failure,0,0,0,1,0,1
163,17/03/2014 10:56,2,B,L47342,L,300.00720502680105,310.0044611172908,1586.0,35.5,8.0,No failure,0,0,0,0,0,0
164,15/03/2014 23:01,2,A,M15023,M,298.4,308.2,1468.0,40.1341122899781,8.0,No failure,0,0,0,0,0,0
165,27/05/2014 04:25,2,B,M15024,M,300.0065615341455,310.0027722619621,1440.0,43.6,8.0,No failure,0,0,0,0,0,0
166,22/05/2014 05:28,2,C,L47345,L,300.0059747249623,310.00520123388264,1535.539310188426,26.0,8.0,No failure,0,0,0,0,0,0
167,23/05/2014 23:33,2,A,H29580,H,298.4,308.2,1612.0,40.12948330647222,8.0,No failure,0,0,0,0,0,0
168,25/05/2014 15:00,2,B,H29581,H,300.006665419167,310.0029483820963,1458.0,42.9,8.0,No failure,0,0,0,0,0,0
169,26/05/2014 20:37,2,B,L47348,L,300.0080353638759,310.0007231011323,1433.0,62.3,8.0,Power Failure,0,0,1,0,0,1
170,25/07/2014 19:36,2,B,L47349,L,300.0067413637249,310.0004222986383,1318.0,59.1,8.0,No failure,0,0,0,0,0,0
171,25/07/2014 19:58,2,C,M15030,M,300.00671443387387,310.0042339757937,1535.964714335111,35.0,24.0,No failure,0,0,0,0,0,0
172,14/11/2014 22:08,2,B,L47351,L,300.00735046583117,310.00212165191925,1462.0,50.8,24.0,No failure,0,0,0,0,0,0
173,16/11/2014 18:13,2,B,M15032,M,300.0090270125421,310.0079351724119,1924.0,20.8,24.0,No failure,0,0,0,0,0,0
174,13/11/2014 19:45,2,C,M15033,M,300.00660763591037,310.00437367088267,1535.9032780606663,33.7,32.0,No failure,0,0,0,0,0,0
175,16/11/2014 03:49,2,C,L47354,L,300.00862889065985,310.0017291512369,1537.0660631199742,58.3,35.0,No failure,0,0,0,0,0,0
176,11/03/2015 13:52,2,C,L47355,L,300.0074129751875,310.0033203690348,1536.3664930080513,43.5,37.0,No failure,0,0,0,0,0,0
177,06/03/2015 04:27,2,C,L47356,L,300.0066898224868,310.0042661490586,1535.950544072219,34.7,39.0,No failure,0,0,0,0,0,0
178,06/03/2015 01:17,2,B,L47357,L,300.0096507388059,310.0082293342389,1988.0,21.4,39.0,No failure,0,0,0,0,0,0
179,25/06/2015 11:18,2,C,L47358,L,300.0079633131485,310.0026000429458,1536.6831948687386,50.2,43.0,No failure,0,0,0,0,0,0
180,26/06/2015 05:33,2,A,L47359,L,298.2,308.3,1304.0,40.13884446782731,43.0,No failure,0,0,0,0,0,0
181,05/09/2015 01:34,2,A,L47360,L,298.2,308.3,1475.0,40.133345643743255,43.0,No failure,0,0,0,0,0,0
182,08/09/2015 18:55,2,B,H29595,H,300.0084104200137,310.00700929247296,1824.0,24.2,43.0,No failure,0,0,0,0,0,0
183,01/01/2016 00:10,2,B,M15042,M,300.006052482678,310.00173934235966,1342.0,48.1,43.0,No failure,0,0,0,0,0,0
184,30/12/2015 09:10,2,A,L47363,L,298.1,308.2,1485.0,40.1327344157097,43.0,No failure,0,0,0,0,0,0
185,31/12/2015 10:22,2,C,L47364,L,300.0063528129377,310.00470688772197,1535.7567348458401,30.6,59.0,No failure,0,0,0,0,0,0
186,25/03/2016 18:26,2,B,L47365,L,300.00617134854383,310.00338629354496,1446.0,38.2,59.0,No failure,0,0,0,0,0,0
187,26/03/2016 00:11,2,B,L47366,L,300.0063341463301,310.00066059557946,1301.0,56.0,59.0,No failure,0,0,0,0,0,0
188,24/03/2016 20:21,2,A,L47367,L,298.2,308.4,1379.0,40.136446905324306,59.0,No failure,0,0,0,0,0,0
189,24/05/2016 17:31,2,C,L47368,L,300.0065994321147,310.00438440991525,1535.8985479445626,33.6,67.0,No failure,0,0,0,0,0,0
190,23/05/2016 22:09,2,B,M15049,M,300.0074327713032,310.003348597349,1539.0,43.4,67.0,No failure,0,0,0,0,0,0
191,25/05/2016 12:22,2,C,L47370,L,300.0079387017614,310.00263243537466,1536.669019584492,49.9,72.0,No failure,0,0,0,0,0,0
192,24/05/2016 21:30,2,A,L47371,L,298.2,308.4,1666.0,40.12721539840057,72.0,No failure,0,0,0,0,0,0
193,24/05/2016 03:35,2,C,H29606,H,300.00809478194685,310.00242791159513,1536.7587963847207,51.8,76.0,No failure,0,0,0,0,0,0
194,14/08/2016 03:54,2,C,H29607,H,300.0066815889672,310.00427697575674,1535.94581897747,34.6,81.0,No failure,0,0,0,0,0,0
195,16/10/2016 20:36,2,B,M15054,M,300.01495871351426,310.01324656642436,2678.0,10.7,81.0,Power Failure,0,0,1,0,0,1
196,14/10/2016 00:53,2,A,L47375,L,298.3,308.5,1453.0,40.13435586205162,81.0,No failure,0,0,0,0,0,0
197,17/10/2016 07:49,2,B,H29610,H,300.00697451797646,310.0020932044411,1432.0,49.5,81.0,No failure,0,0,0,0,0,0
198,14/10/2016 04:36,2,A,M15057,M,298.4,308.6,1527.0,40.132264818778935,81.0,No failure,0,0,0,0,0,0
199,17/10/2016 07:57,2,C,L47378,L,300.00671443387387,310.0042339757937,1535.964714335111,35.0,99.0,No failure,0,0,0,0,0,0
200,27/12/2016 23:15,2,C,L47379,L,300.00770890631037,310.0029333912835,1536.5366516539125,47.1,101.0,No failure,0,0,0,0,0,0
201,27/12/2016 13:46,2,B,L47380,L,300.0073701727752,310.00464368084454,1609.0,35.0,101.0,No failure,0,0,0,0,0,0
202,28/12/2016 14:56,2,C,L47381,L,300.0072239609237,310.0035675421151,1536.2577756579897,41.2,105.0,No failure,0,0,0,0,0,0
