UDI,Date,System,Control,Product ID,Type,Air temperature,Process temperature,Rotational speed,Torque,Tool wear,Diagnostic,TWF,HDF,PWF,OSF,RNF,Machine failure
26,03/04/2016 18:18,0,C,L47205,L,300.0075835271955,310.00617156026664,1535.8820979866484,23.3,73.0,No failure,0,0,0,0,0,0
27,01/04/2016 19:25,0,C,L47206,L,300.00755939139077,310.00618751540077,1535.8806920073393,39.0,75.0,No failure,0,0,0,0,0,0
28,29/06/2016 06:11,0,B,H29441,H,300.0075973190839,310.00617576821406,1811.0,24.6,78.0,No failure,0,0,0,0,0,0
29,02/07/2016 06:33,0,B,L47208,L,300.007545718398,310.00619154801706,1439.0,44.2,81.0,No failure,0,0,0,0,0,0
30,30/06/2016 23:40,0,C,L47209,L,300.00757353996596,310.00617787218783,1535.88145525325,30.1,84.0,No failure,0,0,0,0,0,0
31,10/09/2016 22:05,0,C,M14890,M,300.00754485640493,310.00619597512843,1535.8798885905915,48.2,86.0,No failure,0,0,0,0,0,0
32,09/09/2016 23:06,0,A,L47211,L,299.0,309.4,1798.0,40.13834720965977,88.33333333333333,No failure,0,0,0,0,0,0
33,11/09/2016 07:38,0,A,L47212,L,299.0,309.4,1419.0,40.13830821584583,90.66666666666669,No failure,0,0,0,0,0,0
34,08/09/2016 16:44,0,C,L47213,L,300.00756997309827,310.00618102814843,1535.8813548261564,32.5,93.0,No failure,0,0,0,0,0,0
35,27/12/2016 12:23,0,C,M14894,M,300.0075664062306,310.00618313212215,1535.8811338865507,34.7,95.0,No failure,0,0,0,0,0,0
36,27/12/2016 23:41,0,C,M14895,M,300.0075441430314,310.0061963696235,1535.8798484197541,48.6,98.0,No failure,0,0,0,0,0,0
37,30/12/2016 18:27,0,A,M14896,M,298.9,309.2,1581.0,40.138337182679045,101.25,No failure,0,0,0,0,0,0
38,27/12/2016 21:57,0,A,L47217,L,298.8,309.1,1439.0,40.13832325631692,104.5,No failure,0,0,0,0,0,0
39,13/04/2017 16:14,0,B,H29452,H,300.0075321643007,310.0061970709481,1379.0,50.7,107.75,No failure,0,0,0,0,0,0
40,13/04/2017 22:34,0,C,L47219,L,300.00753781184125,310.0062001392431,1535.8794667967989,52.5,111.0,No failure,0,0,0,0,0,0
41,11/04/2017 20:19,0,B,L47220,L,300.0075395358273,310.0061913726859,1362.0,45.4,113.66666666666669,No failure,0,0,0,0,0,0
42,14/04/2017 09:19,0,B,L47221,L,300.0075317481662,310.0061972462792,1368.0,50.8,116.33333333333331,No failure,0,0,0,0,0,0
43,12/04/2017 05:05,0,A,M14902,M,298.8,309.1,1368.0,40.13831824282656,119.0,No failure,0,0,0,0,0,0
44,21/07/2017 14:25,0,B,H29457,H,300.00753525558605,310.00619496697436,1372.0,48.5,121.66666666666669,No failure,0,0,0,0,0,0
45,22/07/2017 03:27,0,A,M14904,M,298.8,309.1,1472.0,40.13832882686177,124.33333333333331,No failure,0,0,0,0,0,0
46,24/07/2017 12:06,0,A,L47225,L,298.8,309.1,1489.0,40.13832826980729,127.0,No failure,0,0,0,0,0,0
47,22/07/2017 11:25,0,A,M14906,M,298.7,309.0,1843.0,40.13836726362123,129.66666666666666,No failure,0,0,0,0,0,0
48,22/07/2017 11:25,0,B,L47227,L,300.0075413192611,310.0061933013285,1418.0,46.3,132.33333333333334,No failure,0,0,0,0,0,0
49,03/10/2017 15:06,0,C,H29462,H,300.0075360284074,310.0062014542267,1535.879386455124,53.9,135.0,No failure,0,0,0,0,0,0
50,10/12/2017 01:44,0,A,M14909,M,298.9,309.2,1412.0,40.13831768577207,138.4,No failure,0,0,0,0,0,0
51,08/12/2017 19:31,0,B,L47230,L,300.0076861935372,310.00616463468646,2861.0,4.6,141.8,Power Failure,0,0,1,0,0,1
52,13/12/2017 07:05,0,A,L47231,L,298.9,309.1,1383.0,40.138326041589345,145.2,No failure,0,0,0,0,0,0
53,26/02/2018 23:31,0,B,H29466,H,300.00754964195244,310.0061916356826,1497.0,43.8,148.6,No failure,0,0,0,0,0,0
54,27/02/2018 03:36,0,C,L47233,L,300.0075659306482,310.0061833074533,1535.8811138011322,35.1,152.0,No failure,0,0,0,0,0,0
55,03/06/2018 00:22,0,A,L47234,L,298.7,309.0,1691.0,40.13835110904117,154.0,No failure,0,0,0,0,0,0
56,21/08/2018 02:47,0,C,L47235,L,300.0075565378966,310.00618874271873,1535.8806016229553,40.7,156.0,No failure,0,0,0,0,0,0
57,18/08/2018 05:41,0,B,L47236,L,300.00755071201274,310.0061897947056,1477.0,42.4,158.0,No failure,0,0,0,0,0,0
58,01/11/2018 14:47,0,B,L47237,L,300.00755594341865,310.0061880413942,1513.0,40.3,160.0,No failure,0,0,0,0,0,0
59,02/11/2018 17:23,0,C,M14918,M,300.0075744911307,310.00617787218783,1535.8815556803436,29.5,162.0,No failure,0,0,0,0,0,0
60,31/10/2018 18:51,0,C,L47239,L,300.0075346611081,310.0062017610562,1535.8792659426117,54.4,165.0,No failure,0,0,0,0,0,0
61,25/02/2019 22:53,0,B,L47240,L,300.0075302619713,310.0061992187546,1393.0,52.6,167.33333333333334,No failure,0,0,0,0,0,0
62,26/02/2019 05:03,0,B,M14921,M,300.007563671632,310.0061864634139,1592.0,38.2,169.66666666666666,No failure,0,0,0,0,0,0
63,26/02/2019 16:53,0,C,L47242,L,300.00758447836023,310.0061708589421,1535.882178328323,22.9,172.0,No failure,0,0,0,0,0,0
64,27/02/2019 18:44,0,C,M14923,M,300.0075799603278,310.0061750668895,1535.8819573887174,25.9,174.0,No failure,0,0,0,0,0,0
65,02/03/2019 14:44,0,C,L47244,L,300.00755998586874,310.0061869894073,1535.8807723490143,38.6,177.0,No failure,0,0,0,0,0,0
66,25/06/2019 11:33,0,C,L47245,L,300.00754964195244,310.0061930383318,1535.8801999145812,45.1,179.0,No failure,0,0,0,0,0,0
67,23/06/2019 04:32,0,B,M14926,M,300.0075835271955,310.00617839818125,1679.0,28.7,181.5,No failure,0,0,0,0,0,0
68,25/06/2019 03:26,0,C,H29481,H,300.00755112814727,310.0061919863449,1535.88022,44.1,184.0,No failure,0,0,0,0,0,0
69,27/06/2019 17:33,0,A,L47248,L,298.8,308.9,1527.0,40.138348323768746,187.5,No failure,0,0,0,0,0,0
70,23/06/2019 13:25,0,C,L47249,L,300.00751670787406,310.00621346441005,1535.878261671677,65.7,191.0,Overstrain Failure,0,0,0,1,0,1
71,12/09/2019 06:39,0,B,M14930,M,300.00760540398403,310.0061740149026,1924.0,22.6,193.5,No failure,0,0,0,0,0,0
72,23/11/2019 06:14,0,C,L47251,L,300.00754898802666,310.0061932136629,1535.880129615616,45.5,196.0,No failure,0,0,0,0,0,0
73,11/03/2020 15:25,0,A,L47252,L,298.9,309.1,1369.0,40.13832158515347,198.0,No failure,0,0,0,0,0,0
74,14/03/2020 03:47,0,B,L47253,L,300.0075687841424,310.006182956791,1592.0,35.0,200.0,No failure,0,0,0,0,0,0
75,08/07/2020 10:22,0,B,L47254,L,300.00757377775716,310.0061803268238,1601.0,32.3,202.0,No failure,0,0,0,0,0,0
76,05/11/2020 06:30,0,A,L47255,L,298.8,308.9,1379.0,40.13833384035214,204.0,No failure,0,0,0,0,0,0
77,10/11/2020 05:23,0,A,L47256,L,298.8,308.9,1461.0,40.13834331027838,206.0,No failure,0,0,0,0,0,0
78,13/02/2021 01:10,0,C,L47257,L,300.0075554678363,310.00618900571544,1535.8805112385712,41.3,208.0,Tool Wear Failure,1,0,0,0,0,1
79,19/03/2014 10:16,1,B,L47258,L,300.00753210485294,310.0061980352694,1398.0,51.5,4.0,No failure,0,0,0,0,0,0
80,13/07/2014 20:05,1,A,L47259,L,298.8,308.9,1402.0,40.138337182679045,4.0,No failure,0,0,0,0,0,0
81,10/07/2014 17:57,1,C,H29494,H,300.0075419657559,310.00619755310873,1535.8797178645325,49.9,4.0,No failure,0,0,0,0,0,0
82,31/10/2014 13:17,1,A,L47261,L,298.9,308.9,1450.0,40.13834498144183,7.5,No failure,0,0,0,0,0,0
83,04/11/2014 11:11,1,C,L47262,L,300.00755641900105,310.00618874271873,1535.8805514094086,40.8,11.0,No failure,0,0,0,0,0,0
84,01/11/2014 00:58,1,B,L47263,L,300.00755404108924,310.0061876907319,1469.0,40.1,13.666666666666666,No failure,0,0,0,0,0,0
85,04/11/2014 15:23,1,A,L47264,L,298.9,308.9,1422.0,40.138342753223895,16.333333333333332,No failure,0,0,0,0,0,0
86,02/11/2014 23:33,1,B,M14945,M,300.0075932766338,310.006178047519,1804.0,26.8,19.0,No failure,0,0,0,0,0,0
87,04/01/2015 06:35,1,B,H29500,H,300.00754607508475,310.0061908466925,1436.0,43.9,21.666666666666664,No failure,0,0,0,0,0,0
88,07/01/2015 07:44,1,B,L47267,L,300.00757116205415,310.00617997616155,1544.0,31.8,24.333333333333332,No failure,0,0,0,0,0,0
89,07/01/2015 18:31,1,C,M14948,M,300.00754946360905,310.0061929506662,1535.880129615616,45.2,27.0,No failure,0,0,0,0,0,0
90,04/05/2015 20:15,1,B,M14949,M,300.0075560623143,310.0061873400696,1487.0,39.5,29.6,No failure,0,0,0,0,0,0
91,03/05/2015 03:10,1,B,L47270,L,300.00759208767795,310.0061761188764,1753.0,25.8,32.2,No failure,0,0,0,0,0,0
92,23/07/2015 10:25,1,B,L47271,L,300.0075970812927,310.0061754175518,1830.0,24.9,34.8,No failure,0,0,0,0,0,0
93,25/07/2015 14:01,1,B,M14952,M,300.00758875860146,310.00617682020095,1727.0,27.1,37.4,No failure,0,0,0,0,0,0
94,28/07/2015 17:55,1,C,L47273,L,300.00755297102893,310.0061909343581,1535.8804108114778,43.0,40.0,No failure,0,0,0,0,0,0
95,27/07/2015 21:20,1,B,L47274,L,300.00757496671304,310.0061806774861,1622.0,31.9,42.0,No failure,0,0,0,0,0,0
96,25/07/2015 06:16,1,C,M14955,M,300.0075382576997,310.0062000077448,1535.8794768395082,52.2,44.0,No failure,0,0,0,0,0,0
97,23/11/2015 18:40,1,C,M14956,M,300.00756545506584,310.0061833074533,1535.8811138011322,35.3,47.0,No failure,0,0,0,0,0,0
98,22/11/2015 08:28,1,B,M14957,M,300.0075856673161,310.0061798008304,1750.0,29.9,50.0,No failure,0,0,0,0,0,0
99,21/11/2015 03:40,1,C,L47278,L,300.00756949751593,310.00618120347957,1535.8813548261564,32.7,53.0,No failure,0,0,0,0,0,0
100,23/11/2015 10:06,1,A,L47279,L,298.8,308.8,1523.0,40.13835389431359,55.0,No failure,0,0,0,0,0,0
101,29/01/2016 00:19,1,A,L47280,L,298.8,308.9,1852.0,40.13838286114681,57.0,No failure,0,0,0,0,0,0
102,27/01/2016 22:25,1,A,L47281,L,298.8,308.8,1991.0,40.13840068689032,59.0,No failure,0,0,0,0,0,0
103,29/01/2016 11:40,1,A,L47282,L,298.8,308.8,1555.0,40.138355008422565,61.0,No failure,0,0,0,0,0,0
104,29/04/2016 01:46,1,C,M14963,M,300.0075571323746,310.0061885673876,1535.880591580246,40.5,63.0,No failure,0,0,0,0,0,0
105,01/05/2016 16:02,1,A,L47284,L,298.8,308.7,1450.0,40.13835835074947,65.4,No failure,0,0,0,0,0,0
106,29/04/2016 09:48,1,A,L47285,L,298.8,308.7,1591.0,40.13836893478469,67.8,No failure,0,0,0,0,0,0
107,28/04/2016 16:45,1,B,L47286,L,300.0075395358273,310.00619558063335,1445.0,48.5,70.2,No failure,0,0,0,0,0,0
108,26/04/2016 21:10,1,B,M14967,M,300.0075448861288,310.0061944848137,1497.0,46.8,72.6,No failure,0,0,0,0,0,0
109,01/08/2016 05:16,1,C,H29522,H,300.00756949751593,310.00618120347957,1535.8813548261564,32.7,75.0,No failure,0,0,0,0,0,0
110,31/07/2016 05:49,1,A,L47289,L,298.9,308.7,1572.0,40.138371163002624,78.5,No failure,0,0,0,0,0,0
111,02/08/2016 17:56,1,C,L47290,L,300.00758495394257,310.0061708589421,1535.882178328323,22.5,82.0,No failure,0,0,0,0,0,0
112,04/08/2016 19:28,1,A,H29525,H,298.7,308.6,1499.0,40.13836280718535,85.5,No failure,0,0,0,0,0,0
113,03/08/2016 21:45,1,C,M14972,M,300.00755832133046,310.00618751540077,1535.880651836502,39.5,89.0,No failure,0,0,0,0,0,0
114,25/11/2016 14:10,1,B,M14973,M,300.0075522576554,310.0061897947056,1486.0,41.9,91.4,No failure,0,0,0,0,0,0
115,24/11/2016 16:58,1,A,L47294,L,298.8,308.6,1680.0,40.13838397525578,93.8,No failure,0,0,0,0,0,0
116,06/03/2017 17:43,1,A,L47295,L,298.8,308.6,1431.0,40.1383611360219,96.2,No failure,0,0,0,0,0,0
117,03/03/2017 02:36,1,B,L47296,L,300.00756902193353,310.00618260612873,1564.0,34.1,98.6,No failure,0,0,0,0,0,0
118,03/03/2017 15:57,1,C,L47297,L,300.00756925972473,310.00618155414185,1535.8812945699003,33.0,101.0,No failure,0,0,0,0,0,0
119,12/05/2017 04:54,1,A,M14978,M,298.8,308.6,1707.0,40.1383867605282,103.125,No failure,0,0,0,0,0,0
120,02/08/2017 01:40,1,B,L47299,L,300.00755297102893,310.0061882167253,1467.0,40.7,105.25,No failure,0,0,0,0,0,0
121,03/08/2017 13:10,1,A,L47300,L,298.9,308.7,1433.0,40.13835835074947,107.375,No failure,0,0,0,0,0,0
122,03/08/2017 11:26,1,A,L47301,L,298.9,308.7,1558.0,40.13836949183917,109.5,No failure,0,0,0,0,0,0
123,11/10/2017 10:13,1,A,L47302,L,299.0,308.8,1310.0,40.13834163911493,111.625,No failure,0,0,0,0,0,0
124,13/10/2017 05:45,1,B,L47303,L,300.00755273323773,310.0061911973548,1546.0,43.4,113.75,No failure,0,0,0,0,0,0
125,11/10/2017 22:29,1,A,L47304,L,298.9,308.7,1727.0,40.13838564641923,115.875,No failure,0,0,0,0,0,0
126,13/10/2017 11:27,1,C,L47305,L,300.00757021088947,310.0061803268238,1535.8813749115752,32.2,118.0,No failure,0,0,0,0,0,0
127,16/10/2017 04:57,1,A,L47306,L,299.0,308.6,1329.0,40.13835612253153,120.0,No failure,0,0,0,0,0,0
128,23/12/2017 07:33,1,B,L47307,L,300.0075406058876,310.0061933013285,1413.0,46.5,122.0,No failure,0,0,0,0,0,0
129,24/12/2017 01:34,1,B,L47308,L,300.00756295825846,310.0061869894073,1587.0,38.6,124.0,No failure,0,0,0,0,0,0
130,20/04/2018 13:09,1,C,L47309,L,300.0075664062306,310.0061824307976,1535.8811941428069,34.3,126.0,No failure,0,0,0,0,0,0
131,20/04/2018 06:05,1,A,L47310,L,298.8,308.4,1473.0,40.13837840471093,128.0,No failure,0,0,0,0,0,0
132,19/04/2018 07:30,1,C,L47311,L,300.00757734462485,310.0061754175518,1535.881776619949,27.7,130.0,No failure,0,0,0,0,0,0
133,12/07/2018 09:37,1,C,M14992,M,300.00755273323773,310.00619102202364,1535.8803405125122,43.2,132.0,No failure,0,0,0,0,0,0
134,13/07/2018 16:45,1,C,M14993,M,300.00754242647633,310.0061973339448,1535.8797279072419,49.6,135.0,No failure,0,0,0,0,0,0
135,12/07/2018 19:53,1,B,L47314,L,300.00752832991793,310.0061992187546,1369.0,53.0,138.25,No failure,0,0,0,0,0,0
136,02/10/2018 03:40,1,B,M14995,M,300.0075856673161,310.00617839818125,1711.0,28.5,141.5,No failure,0,0,0,0,0,0
137,02/10/2018 07:49,1,A,H29550,H,298.7,308.5,1420.0,40.13836280718535,144.75,No failure,0,0,0,0,0,0
138,04/10/2018 17:36,1,C,L47317,L,300.0075332938088,310.0062026377119,1535.8791956436464,55.3,148.0,No failure,0,0,0,0,0,0
139,03/10/2018 08:47,1,C,H29552,H,300.0075428277489,310.0061971147809,1535.8797680780792,49.4,150.0,No failure,0,0,0,0,0,0
140,05/10/2018 16:31,1,C,L47319,L,300.00753287767424,310.0062031637053,1535.8792358144838,55.8,155.0,No failure,0,0,0,0,0,0
141,17/12/2018 07:00,1,C,L47320,L,300.00756402831877,310.00618435944017,1535.8809531177826,36.1,157.0,No failure,0,0,0,0,0,0
142,23/03/2019 22:19,1,B,L47321,L,300.00756569285704,310.006182956791,1544.0,35.2,159.0,No failure,0,0,0,0,0,0
143,24/03/2019 08:40,1,C,M15002,M,300.00757496671304,310.00617682020095,1535.8816159365995,28.2,161.0,No failure,0,0,0,0,0,0
144,23/03/2019 17:44,1,B,H29557,H,300.0075341260779,310.00619693944975,1407.0,50.5,165.0,No failure,0,0,0,0,0,0
145,08/07/2019 11:40,1,C,M15004,M,300.00755392219367,310.00619032069903,1535.8804409396057,42.4,169.0,No failure,0,0,0,0,0,0
146,12/07/2019 19:49,1,B,L47325,L,300.0075668818129,310.006181729473,1513.0,33.6,172.0,No failure,0,0,0,0,0,0
147,10/07/2019 00:27,1,B,H29560,H,300.0075680707688,310.0061848854336,1612.0,36.1,175.0,No failure,0,0,0,0,0,0
148,28/10/2019 05:41,1,B,L47327,L,300.0075563001054,310.0061882167253,1515.0,40.1,178.0,No failure,0,0,0,0,0,0
149,30/10/2019 10:03,1,C,M15008,M,300.0075449753005,310.00619575596454,1535.8799086760102,48.0,181.0,No failure,0,0,0,0,0,0
150,26/02/2020 14:11,1,A,L47329,L,298.4,308.3,1473.0,40.13836782067571,183.5,No failure,0,0,0,0,0,0
151,21/06/2020 01:15,1,C,L47330,L,300.0075533277157,310.0061904960302,1535.8804308968963,42.7,186.0,No failure,0,0,0,0,0,0
152,20/06/2020 17:45,1,C,M15011,M,300.00756165040696,310.00618576208933,1535.8808727761077,37.6,188.0,No failure,0,0,0,0,0,0
153,17/06/2020 01:11,1,A,M15012,M,298.4,308.2,1584.0,40.13838564641923,190.5,No failure,0,0,0,0,0,0
154,16/09/2020 17:15,1,B,L47333,L,300.00759553565007,310.006178047519,1850.0,27.0,193.0,No failure,0,0,0,0,0,0
155,16/09/2020 13:29,1,B,L47334,L,300.00756307715403,310.0061845347713,1528.0,36.2,195.5,No failure,0,0,0,0,0,0
156,15/09/2020 15:21,1,C,H29569,H,300.00758875860146,310.00616805364376,1535.8824996950223,19.8,198.0,No failure,0,0,0,0,0,0
157,13/09/2020 21:59,1,A,M15016,M,298.4,308.1,1495.0,40.13838843169166,202.0,No failure,0,0,0,0,0,0
158,16/09/2020 03:05,1,C,H29571,H,300.0075521387598,310.0061914603515,1535.8803304698029,43.5,206.0,No failure,0,0,0,0,0,0
159,14/01/2021 00:52,1,B,M15018,M,300.0075558245231,310.0061880413942,1499.0,40.0,209.33333333333337,No failure,0,0,0,0,0,0
160,17/03/2021 23:09,1,A,L47339,L,298.4,308.2,1471.0,40.138373948275046,212.66666666666663,No failure,0,0,0,0,0,0
161,03/07/2021 03:14,1,C,L47340,L,300.0075250305653,310.0062083798069,1535.8788039779818,60.7,216.0,Overstrain Failure,0,0,0,1,0,1
162,02/07/2021 04:26,1,C,L47341,L,300.007538168528,310.0061998762464,1535.8794768395082,52.3,218.0,Overstrain Failure,0,0,0,1,0,1
163,17/03/2014 10:56,2,B,L47342,L,300.0075680707688,310.0061845347713,1586.0,35.5,8.0,No failure,0,0,0,0,0,0
164,15/03/2014 23:01,2,A,M15023,M,298.4,308.2,1468.0,40.13837506238402,8.0,No failure,0,0,0,0,0,0
165,27/05/2014 04:25,2,B,M15024,M,300.00754690735386,310.00619102202364,1440.0,43.6,8.0,No failure,0,0,0,0,0,0
166,22/05/2014 05:28,2,C,L47345,L,300.0075797225366,310.00617471622724,1535.8819774741362,26.0,8.0,No failure,0,0,0,0,0,0
167,23/05/2014 23:33,2,A,H29580,H,298.4,308.2,1612.0,40.13838954580063,11.2,No failure,0,0,0,0,0,0
168,25/05/2014 15:00,2,B,H29581,H,300.0075489285789,310.0061901453679,1458.0,42.9,14.4,No failure,0,0,0,0,0,0
169,26/05/2014 20:37,2,B,L47348,L,300.00751647008286,310.0062090811315,1433.0,62.3,17.6,Power Failure,0,0,1,0,0,1
170,25/07/2014 19:36,2,B,L47349,L,300.0075157567093,310.0062049170168,1318.0,59.1,20.8,No failure,0,0,0,0,0,0
171,25/07/2014 19:58,2,C,M15030,M,300.00756545506584,310.0061834827844,1535.8811338865507,35.0,24.0,No failure,0,0,0,0,0,0
172,14/11/2014 22:08,2,B,L47351,L,300.00753665260925,310.0061979476038,1462.0,50.8,26.666666666666668,No failure,0,0,0,0,0,0
173,16/11/2014 18:13,2,B,M15032,M,300.00760920864286,310.0061719109289,1924.0,20.8,29.333333333333332,No failure,0,0,0,0,0,0
174,13/11/2014 19:45,2,C,M15033,M,300.00756735739526,310.006181729473,1535.8812142282256,33.7,32.0,No failure,0,0,0,0,0,0
175,16/11/2014 03:49,2,C,L47354,L,300.00752847853744,310.0062056621741,1535.8788943623658,58.3,35.0,No failure,0,0,0,0,0,0
176,11/03/2015 13:52,2,C,L47355,L,300.0075521387598,310.0061914603515,1535.8803304698029,43.5,37.0,No failure,0,0,0,0,0,0
177,06/03/2015 04:27,2,C,L47356,L,300.0075664062306,310.00618313212215,1535.8811338865507,34.7,39.0,No failure,0,0,0,0,0,0
178,06/03/2015 01:17,2,B,L47357,L,300.0076113487635,310.00617366424035,1988.0,21.4,41.0,No failure,0,0,0,0,0,0
179,25/06/2015 11:18,2,C,L47358,L,300.0075415681988,310.00619785993825,1535.879707821823,50.2,43.0,No failure,0,0,0,0,0,0
180,26/06/2015 05:33,2,A,L47359,L,298.2,308.3,1304.0,40.13833941089698,45.666666666666664,No failure,0,0,0,0,0,0
181,05/09/2015 01:34,2,A,L47360,L,298.2,308.3,1475.0,40.13835946485844,48.333333333333336,No failure,0,0,0,0,0,0
182,08/09/2015 18:55,2,B,H29595,H,300.0075985080398,310.00617524222065,1824.0,24.2,51.0,No failure,0,0,0,0,0,0
183,01/01/2016 00:10,2,B,M15042,M,300.0075345422125,310.0061945286465,1342.0,48.1,53.666666666666664,No failure,0,0,0,0,0,0
184,30/12/2015 09:10,2,A,L47363,L,298.1,308.2,1485.0,40.13836280718535,56.33333333333333,No failure,0,0,0,0,0,0
185,31/12/2015 10:22,2,C,L47364,L,300.0075730643836,310.0061787488435,1535.8814753386687,30.6,59.0,No failure,0,0,0,0,0,0
186,25/03/2016 18:26,2,B,L47365,L,300.0075554678363,310.00618523609586,1446.0,38.2,61.0,No failure,0,0,0,0,0,0
187,26/03/2016 00:11,2,B,L47366,L,300.0075198288833,310.0062017610562,1301.0,56.0,63.0,No failure,0,0,0,0,0,0
188,24/03/2016 20:21,2,A,L47367,L,298.2,308.4,1379.0,40.13834052500595,65.0,No failure,0,0,0,0,0,0
189,24/05/2016 17:31,2,C,L47368,L,300.00756735739526,310.0061819048041,1535.8812142282256,33.6,67.0,No failure,0,0,0,0,0,0
190,23/05/2016 22:09,2,B,M15049,M,300.00755261434216,310.0061911973548,1539.0,43.4,69.5,No failure,0,0,0,0,0,0
191,25/05/2016 12:22,2,C,L47370,L,300.0075419657559,310.00619755310873,1535.8797178645325,49.9,72.0,No failure,0,0,0,0,0,0
192,24/05/2016 21:30,2,A,L47371,L,298.2,308.4,1666.0,40.13837060594814,74.0,No failure,0,0,0,0,0,0
193,24/05/2016 03:35,2,C,H29606,H,300.00753914941663,310.00619943791855,1535.8795973520203,51.8,76.0,No failure,0,0,0,0,0,0
194,14/08/2016 03:54,2,C,H29607,H,300.0075661684394,310.00618313212215,1535.8810736302946,34.6,81.0,No failure,0,0,0,0,0,0
195,16/10/2016 20:36,2,B,M15054,M,300.0076655057046,310.0061685796372,2678.0,10.7,84.6,Power Failure,0,0,1,0,0,1
196,14/10/2016 00:53,2,A,L47375,L,298.3,308.5,1453.0,40.138346652605286,88.2,No failure,0,0,0,0,0,0
197,17/10/2016 07:49,2,B,H29610,H,300.0075370984677,310.0061964134563,1432.0,49.5,91.8,No failure,0,0,0,0,0,0
198,14/10/2016 04:36,2,A,M15057,M,298.4,308.6,1527.0,40.138349437877714,95.4,No failure,0,0,0,0,0,0
199,17/10/2016 07:57,2,C,L47378,L,300.00756545506584,310.0061834827844,1535.8811338865507,35.0,99.0,No failure,0,0,0,0,0,0
200,27/12/2016 23:15,2,C,L47379,L,300.0075464912193,310.00619496697436,1535.879989017685,47.1,101.0,No failure,0,0,0,0,0,0
