UDI,Date,System,Control,Product ID,Type,Air temperature,Process temperature,Rotational speed,Torque,Tool wear,Diagnostic,TWF,HDF,PWF,OSF,RNF,Machine failure
55,03/06/2018 00:22,0,A,L47234,L,298.7,309.0,1691.0,39.97076097685731,109.77411876678624,No failure,0,0,0,0,0,0
56,21/08/2018 02:47,0,C,L47235,L,300.05751455307137,310.04415975913656,1541.8669833801969,40.7,156.0,No failure,0,0,0,0,0,0
57,18/08/2018 05:41,0,B,L47236,L,300.0610693321134,310.0410522951724,1477.0,42.4,109.55676815436006,No failure,0,0,0,0,0,0
58,01/11/2018 14:47,0,B,L47237,L,300.057107697749,310.0451701998502,1513.0,40.3,109.42209867607261,No failure,0,0,0,0,0,0
59,02/11/2018 17:23,0,C,M14918,M,300.06627333896006,310.03246349748537,1541.235170245577,29.5,162.0,No failure,0,0,0,0,0,0
60,31/10/2018 18:51,0,C,L47239,L,300.0528810032543,310.0493356996203,1541.3993282852414,54.4,165.0,No failure,0,0,0,0,0,0
61,25/02/2019 22:53,0,B,L47240,L,300.0755628087673,310.03290767532945,1393.0,52.6,109.66816084308145,No failure,0,0,0,0,0,0
62,26/02/2019 05:03,0,B,M14921,M,300.05060290936956,310.0492163505384,1592.0,38.2,109.40852448706126,No failure,0,0,0,0,0,0
63,26/02/2019 16:53,0,C,L47242,L,300.0719335564244,310.0250689649413,1540.8673908278804,22.9,172.0,No failure,0,0,0,0,0,0
64,27/02/2019 18:44,0,C,M14923,M,300.06986549556694,310.0279214183239,1541.039107223328,25.9,174.0,No failure,0,0,0,0,0,0
65,02/03/2019 14:44,0,C,L47244,L,300.06068981419946,310.04042215060355,1541.762256546702,38.6,177.0,No failure,0,0,0,0,0,0
66,25/06/2019 11:33,0,C,L47245,L,300.0557944452851,310.04660855761165,1542.0723489941788,45.1,179.0,No failure,0,0,0,0,0,0
67,23/06/2019 04:32,0,B,M14926,M,300.0487635174789,310.0464660046316,1679.0,28.7,109.34978176605581,No failure,0,0,0,0,0,0
68,25/06/2019 03:26,0,C,H29481,H,300.0571560666431,310.04539289532573,1542.0793622762276,44.1,184.0,No failure,0,0,0,0,0,0
69,27/06/2019 17:33,0,A,L47248,L,298.8,308.9,1527.0,39.96195940392245,110.01981013377389,No failure,0,0,0,0,0,0
70,23/06/2019 13:25,0,C,L47249,L,300.05540619067364,310.0511359246242,1541.3748544745686,65.7,191.0,Overstrain Failure,0,0,0,1,0,1
71,12/09/2019 06:39,0,B,M14930,M,300.0523197056657,310.04167276069586,1924.0,22.6,109.40532179276052,No failure,0,0,0,0,0,0
72,23/11/2019 06:14,0,C,L47251,L,300.05706820646697,310.04587385354216,1542.095859841254,45.5,196.0,No failure,0,0,0,0,0,0
73,11/03/2020 15:25,0,A,L47252,L,298.9,309.1,1369.0,39.96854905039264,109.77109056661313,No failure,0,0,0,0,0,0
74,14/03/2020 03:47,0,B,L47253,L,300.05297319655057,310.0460078115299,1592.0,35.0,109.38905021535966,No failure,0,0,0,0,0,0
75,08/07/2020 10:22,0,B,L47254,L,300.0540547856151,310.0440014357653,1601.0,32.3,109.37249872029574,No failure,0,0,0,0,0,0
76,05/11/2020 06:30,0,A,L47255,L,298.8,308.9,1379.0,39.96389011586211,109.99703865011907,No failure,0,0,0,0,0,0
77,10/11/2020 05:23,0,A,L47256,L,298.8,308.9,1461.0,39.962820224649995,110.00964948613417,No failure,0,0,0,0,0,0
78,13/02/2021 01:10,0,C,L47257,L,300.06108145075837,310.04072049749755,1541.9370616933109,41.3,208.0,Tool Wear Failure,1,0,0,0,0,1
79,19/03/2014 10:16,1,B,L47258,L,300.07453994581084,310.03327550486375,1398.0,51.5,109.65933434845918,No failure,0,0,0,0,0,0
80,13/07/2014 20:05,1,A,L47259,L,298.8,308.9,1402.0,39.96358927030567,110.00058669738074,No failure,0,0,0,0,0,0
81,10/07/2014 17:57,1,C,H29494,H,300.0531257717,310.04993611016187,1541.9990002386585,49.9,4.0,No failure,0,0,0,0,0,0
82,31/10/2014 13:17,1,A,L47261,L,298.9,308.9,1450.0,39.95718072010028,110.11384065679678,No failure,0,0,0,0,0,0
83,04/11/2014 11:11,1,C,L47262,L,300.0517733802402,310.04880768833806,1541.5804926254177,40.8,11.0,No failure,0,0,0,0,0,0
84,01/11/2014 00:58,1,B,L47263,L,300.06196202532215,310.03988838351563,1469.0,40.1,109.5408673769804,No failure,0,0,0,0,0,0
85,04/11/2014 15:23,1,A,L47264,L,298.9,308.9,1422.0,39.95754536650882,110.10952919772676,No failure,0,0,0,0,0,0
86,02/11/2014 23:33,1,B,M14945,M,300.0374175770299,310.0542948811097,1804.0,26.8,109.33698189473579,No failure,0,0,0,0,0,0
87,04/01/2015 06:35,1,B,H29500,H,300.0669328891674,310.0361960212933,1436.0,43.9,109.59877761558532,No failure,0,0,0,0,0,0
88,07/01/2015 07:44,1,B,L47267,L,300.06024068453416,310.039061457502,1544.0,31.8,109.37004126133172,No failure,0,0,0,0,0,0
89,07/01/2015 18:31,1,C,M14948,M,300.0522817644429,310.04920081244427,1541.735457088096,45.2,27.0,No failure,0,0,0,0,0,0
90,04/05/2015 20:15,1,B,M14949,M,300.0603529229147,310.0423434023905,1487.0,39.5,109.41750729933952,No failure,0,0,0,0,0,0
91,03/05/2015 03:10,1,B,L47270,L,300.0433614905641,310.0493207035527,1753.0,25.8,109.3313762708859,No failure,0,0,0,0,0,0
92,23/07/2015 10:25,1,B,L47271,L,300.0361720692005,310.0544143850563,1830.0,24.9,109.32511992935174,No failure,0,0,0,0,0,0
93,25/07/2015 14:01,1,B,M14952,M,300.04505123128075,310.04859949852516,1727.0,27.1,109.33958840076716,No failure,0,0,0,0,0,0
94,28/07/2015 17:55,1,C,L47273,L,300.05186973051354,310.04883894520185,1541.606619826418,43.0,40.0,No failure,0,0,0,0,0,0
95,27/07/2015 21:20,1,B,L47274,L,300.0522086298296,310.0452357592507,1622.0,31.9,109.36987040249842,No failure,0,0,0,0,0,0
96,25/07/2015 06:16,1,C,M14955,M,300.0531538841381,310.04989254155237,1542.0027249091765,52.2,44.0,No failure,0,0,0,0,0,0
97,23/11/2015 18:40,1,C,M14956,M,300.05310586753023,310.04721518855297,1541.4847413394155,35.3,47.0,No failure,0,0,0,0,0,0
98,22/11/2015 08:28,1,B,M14957,M,300.04063049755183,310.0531978968252,1750.0,29.9,109.35636528407926,No failure,0,0,0,0,0,0
99,21/11/2015 03:40,1,C,L47278,L,300.0554946145076,310.0441420529363,1541.3412961016566,32.7,53.0,No failure,0,0,0,0,0,0
100,23/11/2015 10:06,1,A,L47279,L,298.8,308.8,1523.0,39.9568548449788,110.18432537847353,No failure,0,0,0,0,0,0
101,29/01/2016 00:19,1,A,L47280,L,298.8,308.9,1852.0,39.957720573464194,110.06988267781307,No failure,0,0,0,0,0,0
102,27/01/2016 22:25,1,A,L47281,L,298.8,308.8,1991.0,39.77745421051499,108.99146534557043,No failure,0,0,0,0,0,0
103,29/01/2016 11:40,1,A,L47282,L,298.8,308.8,1555.0,39.95644112099173,110.18927301405051,No failure,0,0,0,0,0,0
104,29/04/2016 01:46,1,C,M14963,M,300.0513404205111,310.0483632781969,1541.4401724770692,40.5,63.0,No failure,0,0,0,0,0,0
105,01/05/2016 16:02,1,A,L47284,L,298.8,308.7,1450.0,39.95264791494659,110.33820375197682,No failure,0,0,0,0,0,0
106,29/04/2016 09:48,1,A,L47285,L,298.8,308.7,1591.0,39.95081094118194,110.35993190616023,No failure,0,0,0,0,0,0
107,28/04/2016 16:45,1,B,L47286,L,300.0665321988534,310.0379291382493,1445.0,48.5,109.63891853552728,No failure,0,0,0,0,0,0
108,26/04/2016 21:10,1,B,M14967,M,300.0580268828794,310.04334135068285,1497.0,46.8,109.63011021737664,No failure,0,0,0,0,0,0
109,01/08/2016 05:16,1,C,H29522,H,300.05719136571946,310.04243229474304,1541.3565036588452,32.7,75.0,No failure,0,0,0,0,0,0
110,31/07/2016 05:49,1,A,L47289,L,298.9,308.7,1572.0,39.94527351799559,110.46286526498622,No failure,0,0,0,0,0,0
111,02/08/2016 17:56,1,C,L47290,L,300.0791879393617,310.02205110312633,1541.318075960573,22.5,82.0,No failure,0,0,0,0,0,0
112,04/08/2016 19:28,1,A,H29525,H,298.7,308.6,1499.0,39.80116457025788,108.48328028122278,No failure,0,0,0,0,0,0
113,03/08/2016 21:45,1,C,M14972,M,300.05323462813317,310.0481625993232,1541.7523543738612,39.5,89.0,No failure,0,0,0,0,0,0
114,25/11/2016 14:10,1,B,M14973,M,300.0596238666418,310.041997589458,1486.0,41.9,109.55586660136734,No failure,0,0,0,0,0,0
115,24/11/2016 16:58,1,A,L47294,L,298.8,308.6,1680.0,39.75165510902956,108.43078663116283,No failure,0,0,0,0,0,0
116,06/03/2017 17:43,1,A,L47295,L,298.8,308.6,1431.0,39.94774113864444,110.50041422007412,No failure,0,0,0,0,0,0
117,03/03/2017 02:36,1,B,L47296,L,300.0564966573502,310.0429250484894,1564.0,34.1,109.38383720329692,No failure,0,0,0,0,0,0
118,03/03/2017 15:57,1,C,L47297,L,300.0589753077636,310.0407130639907,1541.3916064073378,33.0,101.0,No failure,0,0,0,0,0,0
119,12/05/2017 04:54,1,A,M14978,M,298.8,308.6,1707.0,39.748459177115215,108.45121698527204,No failure,0,0,0,0,0,0
120,02/08/2017 01:40,1,B,L47299,L,300.06235288685144,310.03973573851766,1467.0,40.7,109.54405189480953,No failure,0,0,0,0,0,0
121,03/08/2017 13:10,1,A,L47300,L,298.9,308.7,1433.0,39.94708742529832,110.44146428729212,No failure,0,0,0,0,0,0
122,03/08/2017 11:26,1,A,L47301,L,298.9,308.7,1558.0,39.94545706813932,110.46074225310014,No failure,0,0,0,0,0,0
123,11/10/2017 10:13,1,A,L47302,L,299.0,308.8,1310.0,39.94806750454171,110.36326910635101,No failure,0,0,0,0,0,0
124,13/10/2017 05:45,1,B,L47303,L,300.0506789679583,310.0488701246333,1546.0,43.4,109.57927789682343,No failure,0,0,0,0,0,0
125,11/10/2017 22:29,1,A,L47304,L,298.9,308.7,1727.0,39.82167556265593,109.04014193658863,No failure,0,0,0,0,0,0
126,13/10/2017 11:27,1,C,L47305,L,300.06087899188424,310.03858973954755,1541.3579571888035,32.2,118.0,No failure,0,0,0,0,0,0
127,16/10/2017 04:57,1,A,L47306,L,299.0,308.6,1329.0,39.93750600964051,110.69644019598704,No failure,0,0,0,0,0,0
128,23/12/2017 07:33,1,B,L47307,L,300.07109944840926,310.03410299871473,1413.0,46.5,109.61842638141454,No failure,0,0,0,0,0,0
129,24/12/2017 01:34,1,B,L47308,L,300.0508164652588,310.04922788796046,1587.0,38.6,109.41099648720258,No failure,0,0,0,0,0,0
130,20/04/2018 13:09,1,C,L47309,L,300.0599406423851,310.04007367915995,1541.4827427357227,34.3,126.0,No failure,0,0,0,0,0,0
131,20/04/2018 06:05,1,A,L47310,L,298.8,308.4,1473.0,39.71158032149922,107.85246219809935,No failure,0,0,0,0,0,0
132,19/04/2018 07:30,1,C,L47311,L,300.0651380262513,310.03314531525103,1541.1107844193962,27.7,130.0,No failure,0,0,0,0,0,0
133,12/07/2018 09:37,1,C,M14992,M,300.0538111797138,310.04853115155953,1541.992223155228,43.2,132.0,No failure,0,0,0,0,0,0
134,13/07/2018 16:45,1,C,M14993,M,300.0517704562648,310.04859908555255,1541.4774373513749,49.6,135.0,No failure,0,0,0,0,0,0
135,12/07/2018 19:53,1,B,L47314,L,300.0794044544549,310.0303474000627,1369.0,53.0,109.66898605489334,No failure,0,0,0,0,0,0
136,02/10/2018 03:40,1,B,M14995,M,300.0456467006299,310.04875733149146,1711.0,28.5,109.3482694836164,No failure,0,0,0,0,0,0
137,02/10/2018 07:49,1,A,H29550,H,298.7,308.5,1420.0,39.77823061780745,108.21266170104532,No failure,0,0,0,0,0,0
138,04/10/2018 17:36,1,C,L47317,L,300.0530435833316,310.04950695419615,1541.465482067468,55.3,148.0,No failure,0,0,0,0,0,0
139,03/10/2018 08:47,1,C,H29552,H,300.0517566114175,310.048544340872,1541.4226756101964,49.4,150.0,No failure,0,0,0,0,0,0
140,05/10/2018 16:31,1,C,L47319,L,300.0531670948703,310.04957801129444,1541.4435337650978,55.8,155.0,No failure,0,0,0,0,0,0
141,17/12/2018 07:00,1,C,L47320,L,300.0609988396465,310.03946960348657,1541.6064199660486,36.1,157.0,No failure,0,0,0,0,0,0
142,23/03/2019 22:19,1,B,L47321,L,300.0577223666956,310.04247054633026,1544.0,35.2,109.39074426251533,No failure,0,0,0,0,0,0
143,24/03/2019 08:40,1,C,M15002,M,300.067158986445,310.0312376915599,1541.160695004339,28.2,161.0,No failure,0,0,0,0,0,0
144,23/03/2019 17:44,1,B,H29557,H,300.0729135109228,310.0340976300709,1407.0,50.5,109.65180928920543,No failure,0,0,0,0,0,0
145,08/07/2019 11:40,1,C,M15004,M,300.0572581239527,310.0448539918911,1541.9724914860442,42.4,169.0,No failure,0,0,0,0,0,0
146,12/07/2019 19:49,1,B,L47325,L,300.0620705294691,310.0384524003466,1513.0,33.6,109.38131794432935,No failure,0,0,0,0,0,0
147,10/07/2019 00:27,1,B,H29560,H,300.05011781128417,310.04866810359863,1612.0,36.1,109.39555012161362,No failure,0,0,0,0,0,0
148,28/10/2019 05:41,1,B,L47327,L,300.05705140241565,310.0451251858366,1515.0,40.1,109.42087721717924,No failure,0,0,0,0,0,0
149,30/10/2019 10:03,1,C,M15008,M,300.0541887952823,310.0496344078654,1542.1778571000261,48.0,181.0,No failure,0,0,0,0,0,0
150,26/02/2020 14:11,1,A,L47329,L,298.4,308.3,1473.0,39.79172253492311,108.39928680583255,No failure,0,0,0,0,0,0
151,21/06/2020 01:15,1,C,L47330,L,300.0583471110273,310.04383361402427,1542.0012895483428,42.7,186.0,No failure,0,0,0,0,0,0
152,20/06/2020 17:45,1,C,M15011,M,300.0622793294947,310.03856475470513,1541.7131090649873,37.6,188.0,No failure,0,0,0,0,0,0
153,17/06/2020 01:11,1,A,M15012,M,298.4,308.2,1584.0,39.74631645003628,108.27235686916404,No failure,0,0,0,0,0,0
154,16/09/2020 17:15,1,B,L47333,L,300.03257579084516,310.0580772197377,1850.0,27.0,109.33773076536684,No failure,0,0,0,0,0,0
155,16/09/2020 13:29,1,B,L47334,L,300.0586141439603,310.042227279657,1528.0,36.2,109.39700787463813,No failure,0,0,0,0,0,0
156,15/09/2020 15:21,1,C,H29569,H,300.0768028913893,310.01942390048725,1540.8381385374698,19.8,198.0,No failure,0,0,0,0,0,0
157,13/09/2020 21:59,1,A,M15016,M,298.4,308.1,1495.0,39.724567230331736,107.99412961796334,No failure,0,0,0,0,0,0
158,16/09/2020 03:05,1,C,H29571,H,300.0591932320016,310.0430034358514,1542.0291791544175,43.5,206.0,No failure,0,0,0,0,0,0
159,14/01/2021 00:52,1,B,M15018,M,300.0587584756129,310.0437793081271,1499.0,40.0,109.42043007597721,No failure,0,0,0,0,0,0
160,17/03/2021 23:09,1,A,L47339,L,298.4,308.2,1471.0,39.759683219326675,108.186880193689,No failure,0,0,0,0,0,0
161,03/07/2021 03:14,1,C,L47340,L,300.05436215531705,310.05028561403697,1541.2554288193705,60.7,216.0,Overstrain Failure,0,0,0,1,0,1
162,02/07/2021 04:26,1,C,L47341,L,300.05252794203335,310.0489162227,1541.1975238196571,52.3,218.0,Overstrain Failure,0,0,0,1,0,1
163,17/03/2014 10:56,2,B,L47342,L,300.0532148648778,310.04604183014794,1586.0,35.5,109.39217293318525,No failure,0,0,0,0,0,0
164,15/03/2014 23:01,2,A,M15023,M,298.4,308.2,1468.0,39.76003854099528,108.18460086414693,No failure,0,0,0,0,0,0
165,27/05/2014 04:25,2,B,M15024,M,300.06624187980316,310.0365850414842,1440.0,43.6,109.59667278017086,No failure,0,0,0,0,0,0
166,22/05/2014 05:28,2,C,L47345,L,300.06411319049215,310.0362562894823,1541.472095628778,26.0,8.0,No failure,0,0,0,0,0,0
167,23/05/2014 23:33,2,A,H29580,H,298.4,308.2,1612.0,39.74300518581238,108.29353245860997,No failure,0,0,0,0,0,0
168,25/05/2014 15:00,2,B,H29581,H,300.0640409365943,310.03899091661947,1458.0,42.9,109.55529586015824,No failure,0,0,0,0,0,0
169,26/05/2014 20:37,2,B,L47348,L,300.07142925874155,310.0388616561951,1433.0,62.3,109.75509163628668,Power Failure,0,0,1,0,0,1
170,25/07/2014 19:36,2,B,L47349,L,300.08871636489255,310.0257604875631,1318.0,59.1,109.71535059872052,No failure,0,0,0,0,0,0
171,25/07/2014 19:58,2,C,M15030,M,300.0508477835012,310.04802162080125,1541.292839046672,35.0,24.0,No failure,0,0,0,0,0,0
172,14/11/2014 22:08,2,B,L47351,L,300.06437645396295,310.0401630877282,1462.0,50.8,109.66036313675329,No failure,0,0,0,0,0,0
173,16/11/2014 18:13,2,B,M15032,M,300.06922412332705,310.02903040462456,1924.0,20.8,109.45295868960162,No failure,0,0,0,0,0,0
174,13/11/2014 19:45,2,C,M15033,M,300.0531338742824,310.04677653421743,1541.383521146945,33.7,32.0,No failure,0,0,0,0,0,0
175,16/11/2014 03:49,2,C,L47354,L,300.0534737599998,310.05016177387796,1541.8869330788743,58.3,35.0,No failure,0,0,0,0,0,0
176,11/03/2015 13:52,2,C,L47355,L,300.05196403752694,310.0489216687762,1541.6359993007,43.5,37.0,No failure,0,0,0,0,0,0
177,06/03/2015 04:27,2,C,L47356,L,300.05293338821093,310.04723550164283,1541.4451508171765,34.7,39.0,No failure,0,0,0,0,0,0
178,06/03/2015 01:17,2,B,L47357,L,300.06036077889684,310.0357622968182,1988.0,21.4,109.45602687801232,No failure,0,0,0,0,0,0
179,25/06/2015 11:18,2,C,L47358,L,300.0528760007904,310.0496648129732,1541.916984810762,50.2,43.0,No failure,0,0,0,0,0,0
180,26/06/2015 05:33,2,A,L47359,L,298.2,308.3,1304.0,39.86792283723889,108.65027116135808,No failure,0,0,0,0,0,0
181,05/09/2015 01:34,2,A,L47360,L,298.2,308.3,1475.0,39.84769943945107,108.77962220404736,No failure,0,0,0,0,0,0
182,08/09/2015 18:55,2,B,H29595,H,300.04233750029186,310.0489756133223,1824.0,24.2,109.33340840041384,No failure,0,0,0,0,0,0
183,01/01/2016 00:10,2,B,M15042,M,300.0825549850924,310.02659634410924,1342.0,48.1,109.62436645234237,No failure,0,0,0,0,0,0
184,30/12/2015 09:10,2,A,L47363,L,298.1,308.2,1485.0,39.84234360330531,108.76573174442969,No failure,0,0,0,0,0,0
185,31/12/2015 10:22,2,C,L47364,L,300.0575129677835,310.04157024024744,1541.226212867209,30.6,59.0,No failure,0,0,0,0,0,0
186,25/03/2016 18:26,2,B,L47365,L,300.06520168436606,310.03709764372627,1446.0,38.2,109.5238469289485,No failure,0,0,0,0,0,0
187,26/03/2016 00:11,2,B,L47366,L,300.0906968121742,310.0233964517146,1301.0,56.0,109.68713344416614,No failure,0,0,0,0,0,0
188,24/03/2016 20:21,2,A,L47367,L,298.2,308.4,1379.0,39.891330879098,108.9179015296,No failure,0,0,0,0,0,0
189,24/05/2016 17:31,2,C,L47368,L,300.0559079518959,310.0439565766165,1541.402089992162,33.6,67.0,No failure,0,0,0,0,0,0
190,23/05/2016 22:09,2,B,M15049,M,300.05174748720515,310.04808890952455,1539.0,43.4,109.57762020261102,No failure,0,0,0,0,0,0
191,25/05/2016 12:22,2,C,L47370,L,300.0526152385516,310.049401000913,1541.8328435953015,49.9,72.0,No failure,0,0,0,0,0,0
192,24/05/2016 21:30,2,A,L47371,L,298.2,308.4,1666.0,39.857384899575386,109.13498313024611,No failure,0,0,0,0,0,0
193,24/05/2016 03:35,2,C,H29606,H,300.05213348718496,310.0490437279908,1541.7013173032005,51.8,76.0,No failure,0,0,0,0,0,0
194,14/08/2016 03:54,2,C,H29607,H,300.0562472034981,310.0438714010173,1541.4685526495048,34.6,81.0,No failure,0,0,0,0,0,0
195,16/10/2016 20:36,2,B,M15054,M,300.12604165051965,309.98775814218715,2678.0,10.7,109.94323265880763,Power Failure,0,0,1,0,0,1
